Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells F,L vs Sinner,54.2%,30.8%,2.8%,2/0,1.90,9.5%,38.3%,22.2%,0.0%,1.70,20.7%,91.3%,38.1%,8.7%,2.07,0.0%
2026 Indian Wells SF,W vs Alcaraz,69.4%,46.5%,4.8%,1/2,2.10,13.0%,69.2%,44.4%,5.1%,1.93,23.3%,76.2%,50.0%,4.8%,2.31,0.0%
2026 Indian Wells QF,W vs Draper,75.9%,53.7%,3.7%,2/0,2.33,10.3%,70.4%,52.6%,0.0%,2.08,15.8%,84.6%,54.5%,7.7%,2.80,0.0%
2026 Indian Wells R32,W vs Baez,90.3%,55.4%,0.0%,0/0,2.59,37.5%,87.5%,52.4%,0.0%,2.57,57.1%,100.0%,64.3%,0.0%,2.64,0.0%
2026 Indian Wells R64,W vs Tabilo,78.9%,55.6%,0.0%,0/0,2.42,25.8%,71.8%,39.3%,0.0%,2.38,30.8%,94.4%,82.4%,0.0%,2.60,0.0%
2026 Dubai SF,W vs Auger Aliassime,75.0%,54.2%,3.1%,2/0,2.07,21.7%,72.7%,50.0%,2.3%,1.73,38.5%,88.9%,62.5%,5.6%,2.50,0.0%
2026 Dubai QF,W vs Brooksby,76.1%,65.7%,0.0%,0/0,1.97,30.0%,77.8%,67.9%,0.0%,1.87,37.5%,87.5%,57.1%,0.0%,2.38,0.0%
2026 Dubai R16,W vs Wawrinka,74.6%,70.0%,1.5%,1/0,2.33,50.0%,64.7%,63.6%,0.0%,2.37,80.0%,90.3%,75.0%,3.2%,2.28,0.0%
2026 Dubai R32,W vs Shang,85.4%,58.5%,4.2%,1/1,2.05,33.3%,78.8%,61.5%,3.0%,1.88,53.8%,100.0%,53.3%,6.7%,2.31,0.0%
2026 Doha R16,L vs Tsitsipas,76.7%,32.6%,3.3%,2/0,2.00,31.0%,73.3%,27.3%,4.4%,2.05,44.8%,92.9%,46.2%,0.0%,1.88,0.0%
2026 Rotterdam R32,L vs Humbert,71.4%,41.4%,5.1%,1/4,2.31,6.6%,66.7%,47.6%,3.2%,2.29,12.9%,84.8%,32.1%,9.1%,2.33,0.0%
2026 Australian Open R16,L vs Tien,70.6%,41.7%,5.9%,1/3,2.21,22.6%,68.2%,43.3%,9.1%,2.17,25.6%,78.3%,38.9%,0.0%,2.29,15.8%
2026 Australian Open R128,W vs De Jong,78.6%,59.8%,0.9%,1/0,1.94,24.7%,68.9%,50.0%,0.0%,1.79,35.2%,90.9%,68.0%,1.8%,2.20,3.7%
2026 Brisbane F,W vs Nakashima,71.7%,50.0%,3.8%,1/1,2.55,32.6%,60.6%,35.0%,6.1%,2.53,46.9%,90.0%,66.7%,0.0%,2.57,0.0%
2026 Brisbane SF,W vs Michelsen,80.0%,57.7%,6.2%,3/1,2.22,21.7%,78.6%,60.6%,4.8%,2.38,21.4%,86.4%,52.6%,9.1%,1.97,22.2%
2026 Brisbane QF,W vs Majchrzak,72.2%,58.5%,4.4%,1/3,2.17,28.8%,69.1%,55.3%,0.0%,2.07,44.4%,77.1%,63.0%,11.4%,2.30,4.3%
2026 Brisbane R16,W vs Tiafoe,73.8%,51.6%,2.4%,0/1,1.92,15.8%,64.0%,31.3%,0.0%,1.73,23.1%,88.2%,73.3%,5.9%,2.33,0.0%
2026 Brisbane R32,W vs Fucsovics,80.7%,63.0%,1.8%,1/0,1.85,16.7%,85.7%,53.3%,0.0%,1.53,26.7%,80.0%,81.3%,5.0%,2.39,0.0%
2025 Paris R64,W vs Munar,71.1%,59.4%,4.4%,1/1,2.14,35.1%,69.2%,61.1%,3.8%,2.00,52.2%,87.5%,57.1%,6.3%,2.36,7.1%
2025 Almaty F,W vs Moutet,86.5%,47.0%,1.0%,0/1,2.19,69.4%,82.6%,43.9%,0.0%,2.04,90.5%,96.3%,53.8%,3.7%,2.47,25.0%
Career (340 matches),,73.5%,49.3%,3.2%,55.4%,2.24,20.0%,69.4%,45.1%,2.1%,2.19,30.5%,88.6%,55.4%,5.6%,2.32,5.2%
