Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,471,347,124,73.7%,806-360,69.1%,6352-4908,56.4%,105-73,59.0%,460,84.4%,28.3%,11.1%,5.0%,61.9%,75.9%,51.3%,66.5%,40.2%,53.1%,1.20
Clay,78,44,34,56.4%,110-93,54.2%,1006-957,51.2%,11-11,50.0%,77,75.6%,27.5%,5.8%,4.7%,58.9%,69.7%,49.7%,61.5%,40.2%,50.7%,1.04
Grass,76,51,25,67.1%,131-78,62.7%,1114-953,53.9%,20-19,51.3%,76,85.9%,21.9%,11.2%,4.6%,63.2%,76.3%,50.6%,66.8%,36.7%,51.7%,1.11
Grand Slams,126,92,34,73.0%,304-148,67.3%,2435-1917,56.0%,39-28,58.2%,126,83.0%,29.0%,10.7%,4.8%,61.8%,75.4%,50.4%,65.9%,40.5%,53.0%,1.19
Masters,190,130,60,68.4%,274-155,63.9%,2266-1910,54.3%,41-22,65.1%,187,81.5%,26.9%,9.1%,5.1%,60.5%,74.3%,50.8%,65.0%,39.7%,52.1%,1.14
Other Tours,276,199,77,72.1%,426-200,68.1%,3390-2661,56.0%,45-43,51.1%,269,85.0%,27.3%,10.9%,4.9%,62.0%,75.5%,51.3%,66.3%,39.7%,52.7%,1.18
Best of 5,126,92,34,73.0%,304-148,67.3%,2435-1917,56.0%,39-28,58.2%,126,83.0%,29.0%,10.7%,4.8%,61.8%,75.4%,50.4%,65.9%,40.5%,53.0%,1.19
Best of 3,499,350,149,70.1%,743-383,66.0%,6037-4901,55.2%,97-75,56.4%,487,83.7%,26.6%,10.3%,4.9%,61.6%,75.1%,51.2%,65.9%,39.4%,52.4%,1.16
Finals,44,24,20,54.5%,56-52,51.9%,543-525,50.8%,4-11,26.7%,42,81.9%,21.3%,10.2%,4.3%,62.8%,72.8%,50.2%,64.4%,36.5%,50.5%,1.03
Semi-finals,69,45,24,65.2%,107-62,63.3%,888-789,53.0%,24-6,80.0%,69,81.1%,23.5%,10.0%,4.5%,61.4%,74.3%,51.1%,65.3%,38.4%,51.5%,1.11
Quarter-finals,93,63,30,67.7%,147-82,64.2%,1220-1001,54.9%,18-17,51.4%,92,85.4%,24.9%,10.8%,4.9%,62.3%,75.6%,51.2%,66.4%,37.7%,52.1%,1.12
vs Righties,547,392,155,71.7%,918-459,66.7%,7404-5934,55.5%,118-94,55.7%,537,84.1%,27.0%,10.4%,4.9%,61.6%,75.5%,51.2%,66.2%,39.5%,52.6%,1.17
vs Lefties,77,49,28,63.6%,127-72,63.8%,1056-877,54.6%,18-9,66.7%,75,78.8%,29.7%,10.5%,4.9%,62.3%,72.8%,48.9%,63.8%,41.4%,52.2%,1.14
vs Top 10,106,52,54,49.1%,139-141,49.6%,1394-1406,49.8%,25-28,47.2%,106,81.2%,18.8%,9.2%,4.4%,62.6%,73.5%,49.7%,64.6%,35.1%,49.9%,0.99
