Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,25,20,5,80.0%,43-16,72.9%,332-229,59.2%,3-7,30.0%,24,85.9%,33.1%,10.9%,4.7%,67.5%,74.0%,50.1%,66.2%,42.1%,54.1%,1.25,W (2x)
2025,66,43,23,65.2%,97-63,60.6%,867-730,54.3%,14-16,46.7%,64,82.9%,26.0%,11.1%,5.7%,61.3%,75.9%,49.3%,65.6%,39.9%,52.1%,1.16,W (Almaty)
2024,64,44,20,68.8%,110-63,63.6%,915-796,53.5%,21-7,75.0%,64,80.1%,27.0%,8.0%,5.5%,61.5%,73.1%,49.2%,63.9%,39.5%,51.6%,1.10,F (2x)
2023,85,67,18,78.8%,150-59,71.8%,1167-864,57.5%,17-15,53.1%,84,84.7%,30.5%,9.2%,5.4%,64.2%,75.4%,49.1%,66.0%,40.9%,53.4%,1.20,W (5x)
2022,64,45,19,70.3%,115-48,70.6%,903-690,56.7%,17-12,58.6%,64,86.4%,26.7%,11.8%,5.1%,64.4%,76.3%,51.0%,67.3%,39.6%,53.3%,1.21,W (2x)
2021,76,63,13,82.9%,151-48,75.9%,1115-774,59.0%,12-11,52.2%,71,87.0%,31.4%,12.6%,4.3%,62.4%,78.5%,52.5%,68.7%,41.5%,54.5%,1.33,W (5x)
2020,38,28,10,73.7%,68-33,67.3%,534-407,56.7%,6-5,54.5%,38,86.3%,27.5%,12.6%,3.5%,60.8%,77.9%,54.2%,68.6%,40.3%,53.7%,1.28,W (2x)
2019,76,56,20,73.7%,137-58,70.3%,1066-827,56.3%,23-10,69.7%,76,84.2%,27.9%,11.4%,4.3%,59.7%,75.8%,54.4%,67.1%,40.2%,53.3%,1.22,W (4x)
2018,69,45,24,65.2%,105-68,60.7%,875-789,52.6%,12-10,54.5%,68,81.8%,23.4%,9.5%,5.0%,57.8%,74.0%,51.4%,64.5%,37.2%,50.9%,1.05,W (3x)
2017,52,26,26,50.0%,59-63,48.4%,574-599,48.9%,10-7,58.8%,50,77.1%,20.1%,8.7%,4.8%,60.4%,71.2%,48.8%,62.4%,35.9%,49.5%,0.95,F (Chennai)
2016,10,5,5,50.0%,12-12,50.0%,124-113,52.3%,1-3,25.0%,10,76.3%,31.1%,7.0%,2.6%,58.7%,70.1%,48.4%,61.2%,41.3%,51.0%,1.06,QF (Moscow)
Career,625,442,183,70.7%,1047-531,66.3%,8472-6818,55.4%,136-103,56.9%,613,83.5%,27.3%,10.4%,4.9%,61.7%,75.2%,51.0%,65.9%,39.7%,52.6%,1.17,
