Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Indian Wells Masters F,L vs Sinner,15,29,0.5,9.4%,18.2%,8,27,0.3,5.8%,19.6%,2.9%,2.2%,0.8,17.6%,20.8%
2026 Indian Wells Masters SF,W vs Alcaraz,30,19,1.6,21.9%,13.9%,26,19,1.4,20.2%,14.7%,4.7%,3.9%,1.3,24.1%,19.0%
2026 Indian Wells Masters QF,W vs Draper,35,24,1.5,32.4%,22.2%,25,23,1.1,26.9%,24.7%,6.5%,7.5%,0.8,14.8%,18.5%
2026 Indian Wells Masters R32,W vs Baez,31,26,1.2,27.2%,22.8%,27,25,1.1,24.8%,22.9%,4.6%,6.4%,0.8,14.9%,18.4%
2026 Indian Wells Masters R64,W vs Tabilo,29,20,1.5,26.9%,18.5%,23,19,1.2,23.5%,19.4%,7.1%,4.1%,0.9,20.4%,22.2%
2026 Dubai SF,W vs Auger Aliassime,29,13,2.2,27.1%,12.1%,22,11,2.0,24.4%,12.2%,5.6%,8.9%,0.7,21.5%,29.9%
2026 Dubai QF,W vs Brooksby,31,19,1.6,35.2%,21.6%,25,19,1.3,31.3%,23.8%,7.5%,5.0%,0.4,10.2%,25.0%
2026 Dubai R16,W vs Wawrinka,22,12,1.8,20.0%,10.9%,15,11,1.4,15.5%,11.3%,4.1%,1.0%,0.9,26.4%,28.2%
2026 Dubai R32,W vs Shang,32,19,1.7,33.0%,19.6%,22,16,1.4,26.2%,19.0%,4.8%,6.0%,0.7,13.4%,19.6%
2026 Doha R16,L vs Tsitsipas,18,17,1.1,15.0%,14.2%,15,13,1.2,13.9%,12.0%,8.3%,5.6%,1.2,22.5%,18.3%
2026 Rotterdam R32,L vs Humbert,18,41,0.4,9.0%,20.5%,12,32,0.4,6.7%,18.0%,4.5%,1.7%,0.6,10.5%,18.5%
2026 Australian Open R16,L vs Tien,15,36,0.4,9.8%,23.5%,9,30,0.3,6.7%,22.2%,3.0%,3.7%,1.6,20.3%,13.1%
2026 Australian Open R128,W vs De Jong,47,35,1.3,20.6%,15.4%,38,30,1.3,18.1%,14.3%,11.4%,6.7%,0.9,16.2%,17.5%
2026 Brisbane F,W vs Nakashima,36,23,1.6,28.6%,18.3%,26,19,1.4,23.9%,17.4%,7.3%,5.5%,1.2,20.6%,17.5%
2026 Brisbane SF,W vs Michelsen,37,27,1.4,26.4%,19.3%,28,20,1.4,23.5%,16.8%,10.1%,4.2%,1.0,20.0%,20.7%
2026 Brisbane QF,W vs Majchrzak,54,40,1.4,29.5%,21.9%,38,36,1.1,23.9%,22.6%,10.7%,5.0%,1.1,18.0%,16.4%
2026 Brisbane R16,W vs Tiafoe,34,16,2.1,37.8%,17.8%,24,12,2.0,32.9%,16.4%,6.8%,8.2%,1.1,18.9%,16.7%
2026 Brisbane R32,W vs Fucsovics,24,21,1.1,24.2%,21.2%,19,19,1.0,21.1%,21.1%,2.2%,7.8%,0.6,14.1%,25.3%
2025 Paris Masters R64,W vs Munar,32,16,2.0,32.7%,16.3%,26,13,2.0,30.6%,15.3%,17.6%,4.7%,1.5,21.4%,14.3%
2025 Almaty F,W vs Moutet,34,34,1.0,17.9%,17.9%,27,29,0.9,15.3%,16.5%,10.2%,4.5%,1.2,16.3%,13.2%
Career (372 matches),,10271,9321,1.1,16.8%,15.2%,7350,7941,0.9,13.6%,14.7%,6.3%,4.3%,0.8,16.4%,19.9%
