Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Indian Wells F,L vs Sinner,25.3%,35.6%,61.9%,28.7%,39.6%,52.1%,62.1%,45.8%,75.0%,43.8%,-,8.1%,16.2%,61.8%,-33
2026 Indian Wells SF,W vs Alcaraz,28.0%,38.7%,55.6%,32.8%,33.3%,46.7%,46.7%,41.3%,68.2%,43.5%,0.0%,20.0%,26.7%,66.7%,-79
2026 Indian Wells QF,W vs Draper,44.4%,53.7%,58.6%,50.2%,52.5%,65.0%,63.2%,60.2%,88.9%,40.9%,100.0%,23.1%,23.1%,50.0%,29
2026 Indian Wells R32,W vs Baez,36.5%,50.0%,56.3%,43.5%,46.2%,61.5%,57.1%,55.4%,68.4%,50.0%,0.0%,8.3%,16.7%,54.5%,-33
2026 Indian Wells R64,W vs Tabilo,37.3%,45.1%,54.8%,41.4%,39.5%,46.5%,53.8%,44.4%,72.2%,36.0%,-,28.6%,42.9%,60.0%,110
2026 Dubai SF,W vs Auger Aliassime,41.9%,46.5%,78.3%,43.3%,50.0%,50.0%,76.9%,52.3%,60.0%,31.3%,-,33.3%,46.7%,80.0%,99
2026 Dubai QF,W vs Brooksby,52.4%,66.7%,45.0%,58.3%,54.3%,68.6%,50.0%,61.4%,81.3%,36.8%,-,42.9%,57.1%,25.0%,-79
2026 Dubai R16,W vs Wawrinka,41.9%,51.2%,37.5%,46.5%,53.1%,65.6%,46.7%,59.4%,38.5%,52.6%,100.0%,10.0%,10.0%,22.2%,-18
2026 Dubai R32,W vs Shang,51.0%,59.2%,47.6%,55.1%,63.9%,75.0%,46.2%,69.4%,63.2%,52.9%,0.0%,20.0%,20.0%,50.0%,51
2026 Doha R16,L vs Tsitsipas,23.3%,35.0%,54.8%,34.3%,25.6%,41.0%,58.6%,42.6%,47.4%,45.0%,50.0%,23.5%,29.4%,46.2%,91
2026 Rotterdam R32,L vs Humbert,31.4%,46.1%,59.0%,36.4%,48.3%,63.3%,67.7%,56.8%,60.9%,18.9%,50.0%,9.1%,27.3%,50.0%,-39
2026 Australian Open R16,L vs Tien,18.8%,23.5%,39.7%,24.8%,24.1%,29.3%,45.5%,32.9%,41.4%,44.8%,40.0%,9.5%,14.3%,26.3%,-37
2026 Australian Open R128,W vs De Jong,21.6%,36.9%,54.9%,33.7%,27.6%,48.7%,67.3%,45.3%,47.2%,45.0%,100.0%,10.0%,13.3%,29.6%,-24
2026 Brisbane F,W vs Nakashima,31.5%,37.0%,56.5%,36.8%,38.5%,44.2%,53.1%,46.0%,47.6%,48.4%,50.0%,17.6%,23.5%,64.3%,39
2026 Brisbane SF,W vs Michelsen,29.3%,42.7%,52.2%,36.4%,39.1%,54.3%,50.0%,50.7%,65.0%,65.4%,60.0%,18.2%,31.8%,55.6%,34
2026 Brisbane QF,W vs Majchrzak,32.3%,47.3%,54.2%,40.1%,41.0%,59.0%,63.9%,53.0%,56.5%,55.3%,100.0%,17.9%,28.6%,39.1%,54
2026 Brisbane R16,W vs Tiafoe,52.1%,60.4%,63.2%,57.5%,61.8%,73.5%,76.9%,69.4%,71.4%,55.0%,-,40.0%,40.0%,33.3%,196
2026 Brisbane R32,W vs Fucsovics,38.1%,52.4%,50.0%,45.5%,46.4%,64.3%,60.0%,57.5%,44.4%,52.6%,100.0%,25.0%,33.3%,33.3%,118
2025 Paris R64,W vs Munar,24.5%,34.0%,62.2%,36.4%,36.1%,44.4%,69.6%,53.6%,33.3%,52.4%,-,0.0%,14.3%,50.0%,-118
2025 Almaty F,W vs Moutet,22.3%,36.2%,55.9%,32.0%,27.3%,43.9%,58.3%,41.1%,39.3%,39.5%,50.0%,13.0%,21.7%,50.0%,0
Career (340 matches),,30.6%,40.7%,55.0%,36.7%,39.8%,52.6%,58.7%,49.5%,52.7%,46.2%,49.2%,17.6%,24.1%,49.8%,50
