Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,10,6,4,60.0%,12-9,57.1%,100-85,54.1%,0-0,-,10,57.6%,50.5%,1.0%,3.8%,69.0%,58.8%,39.6%,52.8%,50.7%,51.7%,1.07,SF (2x)
2025,31,17,14,54.8%,40-32,55.6%,339-316,51.8%,5-1,83.3%,29,60.9%,43.6%,2.8%,5.5%,54.3%,62.0%,46.0%,54.7%,48.1%,51.4%,1.06,F (Bastad 125)
2024,27,12,15,44.4%,32-36,47.1%,319-327,49.4%,3-5,37.5%,14,52.5%,44.5%,0.6%,4.7%,62.9%,57.1%,41.1%,51.2%,46.7%,49.1%,0.96,SF (W100 Macon GA)
2023,54,31,23,57.4%,69-53,56.6%,571-550,50.9%,6-3,66.7%,16,54.2%,45.8%,2.5%,3.7%,58.2%,57.9%,43.7%,52.0%,47.5%,49.7%,0.99,F (W25 Tarvisio)
2022,31,19,12,61.3%,41-30,57.7%,336-300,52.8%,4-3,57.1%,1,60.0%,11.1%,0.0%,3.1%,62.5%,57.5%,45.8%,53.1%,34.9%,44.1%,0.74,F (W100 Bonita Springs FL)
2021,19,9,10,47.4%,20-23,46.5%,205-206,49.9%,1-3,25.0%,5,53.5%,42.2%,1.9%,7.5%,52.4%,60.0%,39.4%,50.2%,46.8%,48.5%,0.94,SF (W100 Landisville PA)
2020,16,11,5,68.8%,24-12,66.7%,177-156,53.2%,3-0,100.0%,0,,,,,,,,,,,,F (W100 Charleston SC)
2019,29,19,10,65.5%,42-28,60.0%,346-289,54.5%,3-4,42.9%,4,50.0%,61.2%,0.0%,4.2%,72.6%,53.1%,41.8%,50.0%,55.7%,52.8%,1.11,W (W25 Jackson MS)
2018,47,32,15,68.1%,69-39,63.9%,559-426,56.8%,4-7,36.4%,0,,,,,,,,,,,,W (2x)
2017,16,7,9,43.8%,17-19,47.2%,168-177,48.7%,5-0,100.0%,0,,,,,,,,,,,,QF (2x)
2016,33,14,19,42.4%,34-38,47.2%,331-332,49.9%,3-3,50.0%,0,,,,,,,,,,,,SF (2x)
2015,48,33,15,68.8%,68-39,63.6%,530-420,55.8%,3-3,50.0%,0,,,,,,,,,,,,W (3x)
2014,19,8,11,42.1%,20-26,43.5%,210-227,48.1%,0-2,0.0%,0,,,,,,,,,,,,QF (2x)
2013,28,14,14,50.0%,32-34,48.5%,294-316,48.2%,2-4,33.3%,0,,,,,,,,,,,,F (Chiasso 25K)
2012,26,14,12,53.8%,34-29,54.0%,275-271,50.4%,2-1,66.7%,0,,,,,,,,,,,,W (Prague 25K)
2011,24,9,15,37.5%,26-30,46.4%,240-269,47.2%,3-1,75.0%,0,,,,,,,,,,,,SF (Sarajevo 25K)
2010,37,20,17,54.1%,43-38,53.1%,378-371,50.5%,6-4,60.0%,0,,,,,,,,,,,,F (2x)
2009,18,11,7,61.1%,24-16,60.0%,197-166,54.3%,2-1,66.7%,0,,,,,,,,,,,,F (Warsaw 10K)
2008,3,2,1,66.7%,3-2,60.0%,27-29,48.2%,1-0,100.0%,0,,,,,,,,,,,,QF (Kedzierzyn-Kozle 10K)
Career,516,288,228,55.8%,650-533,54.9%,5602-5233,51.7%,56-45,55.4%,79,56.5%,45.6%,1.8%,4.8%,59.6%,58.9%,43.5%,52.7%,48.2%,50.5%,1.02,
