Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,5,1,4,20.0%,0,0,0,-,2020,2026,Q2,5,0.80,1.6%,5.1%,59.2%,49.8%,46.7%,48.5%,41.2%,47.2%,44.1%
Roland Garros,6,Clay,8,2,6,25.0%,0,0,0,-,2019,2025,Q2,8,0.88,1.6%,5.3%,69.9%,50.8%,39.2%,47.3%,46.2%,33.3%,51.4%
Wimbledon,5,Grass,14,9,5,64.3%,2,0,2,0.0%,2019,2025,R64,14,1.00,3.2%,6.3%,54.7%,61.5%,48.0%,55.4%,44.4%,58.7%,43.1%
US Open,6,Hard,6,0,6,0.0%,3,1,2,33.3%,2019,2025,R128,6,0.79,2.6%,7.2%,61.0%,53.8%,44.7%,50.3%,39.2%,46.7%,34.1%
Ostrava,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2021,2026,Q2,3,0.84,2.0%,5.0%,57.4%,53.4%,52.3%,53.0%,39.5%,68.6%,53.3%
Chennai,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2022,2025,R16,4,1.01,2.0%,3.7%,58.4%,54.0%,51.6%,53.0%,47.4%,60.5%,50.0%
Guadalajara,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2021,2025,R32,2,0.82,3.3%,13.7%,54.2%,57.8%,30.0%,45.1%,45.1%,39.1%,43.5%
Bastad 125,2,Clay,8,6,2,75.0%,4,3,1,75.0%,2024,2025,F,8,1.00,1.4%,5.7%,55.9%,61.8%,45.2%,54.5%,45.7%,56.4%,48.6%
Nottingham,2,Grass,4,2,2,50.0%,1,0,1,0.0%,2022,2024,R32,4,1.01,2.9%,4.4%,60.3%,65.2%,44.4%,57.0%,43.5%,62.2%,65.2%
Hua Hin,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2020,2024,R16,3,0.88,0.0%,6.8%,54.4%,64.3%,38.9%,52.7%,41.6%,67.6%,76.9%
