Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,67,32,35,47.8%,92-91,50.3%,883-897,49.6%,21-13,61.8%,51,79.5%,15.2%,10.8%,3.0%,63.4%,71.2%,52.5%,64.4%,32.9%,49.0%,0.92
Clay,5,3,2,60.0%,9-7,56.3%,86-79,52.1%,2-2,50.0%,0,,,,,,,,,,,
Grass,6,1,5,16.7%,5-13,27.8%,88-107,45.1%,2-5,28.6%,5,83.5%,9.0%,9.0%,4.4%,64.1%,73.8%,51.6%,65.8%,33.0%,48.9%,0.97
Carpet,18,14,4,77.8%,43-13,76.8%,313-229,57.7%,7-1,87.5%,1,66.7%,0.0%,3.8%,3.8%,67.3%,62.9%,41.2%,55.8%,20.4%,38.6%,0.46
Grand Slams,9,2,7,22.2%,12-21,36.4%,156-182,46.2%,3-7,30.0%,9,81.0%,12.2%,7.9%,2.9%,62.6%,70.5%,54.1%,64.4%,32.6%,48.6%,0.92
Other Tours,48,21,27,43.8%,52-63,45.2%,537-594,47.5%,15-8,65.2%,48,79.4%,15.0%,11.4%,3.3%,63.9%,71.6%,51.7%,64.4%,32.8%,49.0%,0.92
Best of 5,40,22,18,55.0%,82-58,58.6%,732-660,52.6%,17-13,56.7%,9,81.0%,12.2%,7.9%,2.9%,62.6%,70.5%,54.1%,64.4%,32.6%,48.6%,0.92
Best of 3,56,28,28,50.0%,67-66,50.4%,638-652,49.5%,15-8,65.2%,48,79.4%,15.0%,11.4%,3.3%,63.9%,71.6%,51.7%,64.4%,32.8%,49.0%,0.92
Quarter-finals,3,0,3,0.0%,1-6,14.3%,30-42,41.7%,0-1,0.0%,3,75.0%,8.6%,5.8%,1.3%,61.5%,65.5%,50.6%,59.7%,27.7%,44.9%,0.69
vs Righties,87,47,40,54.0%,140-112,55.6%,1271-1203,51.4%,29-19,60.4%,49,79.8%,15.1%,10.8%,3.2%,63.3%,71.6%,52.1%,64.5%,33.4%,49.2%,0.94
vs Lefties,8,2,6,25.0%,6-12,33.3%,81-102,44.3%,3-2,60.0%,8,79.5%,8.9%,8.1%,3.4%,65.4%,69.4%,54.2%,64.1%,28.5%,46.5%,0.79
vs Top 10,8,0,8,0.0%,5-18,21.7%,93-132,41.3%,1-2,33.3%,8,78.0%,6.2%,8.5%,3.0%,62.2%,68.3%,52.9%,62.4%,26.4%,45.3%,0.70
