Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1999,,,,,,,,,,,1357,1,,
1998,,,,,,,,,,,1384,1,,
1994,861,,,,,,,,,,945,13,,
1993,1178,1,,,,,,,,,823,17,,
1992,1097,1,,,,,,,,,,,,
1991,274,,133,1689,109,1679,128,1639,62,1659,530,40,,
1990,413,,,,,,,,,,330,80,,
1989,52,,45,1828,36,1793,64,1726,26,1759,156,,,
1988,39,,39,1857,33,1809,59,1746,18,1788,23,,,
1987,48,,49,1816,42,1772,51,1746,28,1774,97,,,
1986,23,,33,1861,34,1779,30,1823,15,1848,48,,,
1985,14,,16,1970,15,1903,31,1818,10,1914,32,,,
1984,13,,14,1969,14,1888,35,1811,6,1936,103,,,
1983,15,,20,1945,14,1893,36,1823,10,1893,,,,
1982,9,,13,1984,17,1888,38,1791,4,1958,,,,
1981,19,,15,1970,22,1848,39,1816,6,1973,,,,
1980,17,,16,2000,14,1923,46,1777,28,1819,,,,
1979,35,,31,1908,23,1847,58,1750,39,1757,,,,
1978,27,,25,1902,20,1828,66,1724,47,1716,,,,
