Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,269,168,101,62.5%,344-252,57.7%,2839-2537,52.8%,62-44,58.5%,3,67.9%,6.7%,6.7%,9.4%,51.7%,69.9%,41.4%,56.1%,31.4%,43.6%,0.71
Clay,52,26,26,50.0%,48-58,45.3%,449-486,48.0%,11-8,57.9%,0,,,,,,,,,,,
Grass,117,85,32,72.6%,202-97,67.6%,1539-1194,56.3%,27-24,52.9%,4,72.2%,18.5%,5.7%,9.8%,56.7%,70.0%,44.6%,59.0%,37.6%,48.6%,0.92
Carpet,165,101,64,61.2%,200-155,56.3%,1674-1509,52.6%,26-19,57.8%,4,74.4%,20.5%,7.2%,3.4%,49.1%,76.9%,47.4%,61.9%,35.7%,49.0%,0.94
Grand Slams,117,83,34,70.9%,214-136,61.1%,1699-1435,54.2%,43-20,68.3%,1,70.0%,14.3%,4.6%,10.6%,63.6%,71.9%,40.0%,60.3%,37.9%,48.7%,0.95
Masters,39,17,22,43.6%,39-42,48.1%,353-358,49.6%,8-12,40.0%,1,77.8%,0.0%,10.9%,12.7%,52.7%,79.3%,38.5%,60.0%,30.3%,43.8%,0.76
Other Tours,445,279,166,62.7%,540-381,58.6%,4430-3911,53.1%,75-63,54.3%,9,71.7%,18.5%,6.4%,6.5%,50.7%,71.4%,46.3%,59.0%,35.6%,47.7%,0.87
Best of 5,134,91,43,67.9%,248-169,59.5%,2004-1755,53.3%,42-25,62.7%,1,70.0%,14.3%,4.6%,10.6%,63.6%,71.9%,40.0%,60.3%,37.9%,48.7%,0.95
Best of 3,469,289,180,61.6%,546-393,58.1%,4497-3971,53.1%,84-70,54.5%,10,72.3%,16.7%,6.7%,7.0%,50.9%,72.0%,45.7%,59.1%,35.0%,47.3%,0.86
Finals,27,14,13,51.9%,30-34,46.9%,277-299,48.1%,7-4,63.6%,0,,,,,,,,,,,
Semi-finals,45,27,18,60.0%,57-51,52.8%,491-499,49.6%,6-7,46.2%,0,,,,,,,,,,,
Quarter-finals,89,45,44,50.6%,83-106,43.9%,808-895,47.4%,22-12,64.7%,1,70.0%,10.0%,3.5%,3.5%,47.4%,81.5%,46.7%,63.2%,25.9%,44.3%,0.70
vs Righties,493,313,180,63.5%,655-453,59.1%,5327-4641,53.4%,94-78,54.7%,9,72.5%,18.4%,6.0%,7.2%,52.9%,72.6%,46.2%,60.1%,35.9%,48.2%,0.90
vs Lefties,110,67,43,60.9%,139-109,56.0%,1174-1085,52.0%,32-17,65.3%,2,68.4%,5.0%,8.0%,10.1%,54.3%,69.3%,38.1%,55.1%,33.8%,44.5%,0.75
vs Top 10,80,22,58,27.5%,53-133,28.5%,685-985,41.0%,8-15,34.8%,0,,,,,,,,,,,
