Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1986 Roland Garros SF,L vs Lendl,76.7%,32.6%,8.3%,1/4,1.69,14.8%,75.0%,22.2%,13.9%,1.64,28.0%,79.2%,47.4%,0.0%,1.72,3.4%
1985 Queens Club F,L vs Becker,44.4%,41.7%,14.8%,3/5,2.16,18.4%,25.8%,25.0%,12.9%,2.06,12.5%,80.0%,50.0%,20.0%,2.32,28.6%
1982 Australian Open F,W vs Denton,54.3%,75.0%,14.8%,4/8,1.68,25.5%,43.2%,68.4%,15.9%,1.61,43.5%,80.6%,80.0%,16.1%,1.73,10.7%
1982 Australian Open F,W vs Denton,59.1%,59.1%,16.1%,7/17,2.07,19.1%,61.7%,58.0%,16.0%,1.97,23.3%,73.1%,60.5%,21.2%,2.17,15.2%
1980 US Open SF,L vs Borg,47.5%,39.6%,17.8%,4/14,1.77,1.5%,77.4%,37.5%,25.8%,1.79,3.6%,77.4%,41.7%,32.3%,1.76,0.0%
Career (5 matches),,56.2%,51.6%,15.1%,28.4%,1.88,15.4%,57.4%,46.1%,16.6%,1.83,21.7%,77.2%,57.4%,19.0%,1.92,9.6%
