Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
17,John Mcenroe [USA],5,12,29.4%,3,2,1,66.7%,1978,1988,0,,,,,,,,,,
11,Vitas Gerulaitis [USA],4,7,36.4%,4,4,0,100.0%,1978,1984,0,,,,,,,,,,
10,Ivan Lendl [USA],0,10,0.0%,1,0,1,0.0%,1980,1987,0,,,,,,,,,,
9,Jimmy Connors [USA],2,7,22.2%,2,0,2,0.0%,1979,1989,0,,,,,,,,,,
9,Stefan Edberg [SWE],3,6,33.3%,2,1,1,50.0%,1983,1989,0,,,,,,,,,,
7,Brad Gilbert [USA],1,6,14.3%,2,0,2,0.0%,1984,1989,0,,,,,,,,,,
7,Tim Mayotte [USA],4,3,57.1%,3,2,1,66.7%,1981,1988,0,,,,,,,,,,
7,John Sadri [USA],5,2,71.4%,2,1,1,50.0%,1980,1986,0,,,,,,,,,,
7,Tim Gullikson [USA],5,2,71.4%,1,1,0,100.0%,1978,1986,0,,,,,,,,,,
7,Roscoe Tanner [USA],6,1,85.7%,6,4,2,66.7%,1980,1983,0,,,,,,,,,,
6,Ramesh Krishnan [IND],3,3,50.0%,3,0,3,0.0%,1979,1989,0,,,,,,,,,,
6,Terry Moor [USA],4,2,66.7%,2,1,1,50.0%,1980,1987,0,,,,,,,,,,
6,Wojtek Fibak [POL],3,3,50.0%,1,1,0,100.0%,1978,1984,0,,,,,,,,,,
6,Brian Gottfried [USA],4,2,66.7%,1,1,0,100.0%,1978,1984,0,,,,,,,,,,
5,Tim Wilkison [USA],5,0,100.0%,2,1,1,50.0%,1978,1990,0,,,,,,,,,,
