Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1992,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,3.7%,7.4%,51.9%,57.1%,57.7%,57.4%,34.8%,45.0%,0.82,R64 (Memphis)
1991,10,3,7,30.0%,8-15,34.8%,102-127,44.5%,2-2,50.0%,10,72.3%,16.8%,6.5%,7.7%,53.3%,73.0%,44.0%,59.4%,35.7%,47.8%,0.88,QF (Lyon)
1990,1,0,1,0.0%,1-2,33.3%,10-16,38.5%,0-0,-,0,,,,,,,,,,,,R128 (Miami Masters)
1989,22,12,10,54.5%,25-23,52.1%,217-216,50.1%,3-6,33.3%,0,,,,,,,,,,,,F (Memphis)
1988,43,25,18,58.1%,56-41,57.7%,461-410,52.9%,6-10,37.5%,0,,,,,,,,,,,,F (2x)
1987,46,26,20,56.5%,57-51,52.8%,496-475,51.1%,9-9,50.0%,0,,,,,,,,,,,,W (Livingston)
1986,37,22,15,59.5%,47-43,52.2%,413-412,50.1%,9-8,52.9%,0,,,,,,,,,,,,SF (2x)
1985,64,43,21,67.2%,86-49,63.7%,684-541,55.8%,12-10,54.5%,0,,,,,,,,,,,,W (Las Vegas)
1984,54,37,17,68.5%,79-45,63.7%,604-510,54.2%,14-10,58.3%,0,,,,,,,,,,,,W (2x)
1983,58,39,19,67.2%,80-51,61.1%,640-545,54.0%,11-11,50.0%,0,,,,,,,,,,,,W (3x)
1982,60,40,20,66.7%,83-51,61.9%,661-534,55.3%,16-9,64.0%,0,,,,,,,,,,,,W (3x)
1981,53,38,15,71.7%,77-43,64.2%,585-499,54.0%,15-4,78.9%,0,,,,,,,,,,,,W (3x)
1980,63,39,24,61.9%,82-59,58.2%,666-581,53.4%,13-8,61.9%,0,,,,,,,,,,,,F (2x)
1979,55,33,22,60.0%,67-55,54.9%,577-522,52.5%,7-4,63.6%,0,,,,,,,,,,,,W (Sarasota)
1978,33,22,11,66.7%,43-28,60.6%,352-293,54.6%,9-4,69.2%,0,,,,,,,,,,,,F (Hartford)
1977,3,1,2,33.3%,3-4,42.9%,26-33,44.1%,0-0,-,0,,,,,,,,,,,,R16 (Vienna)
Career,603,380,223,63.0%,794-562,58.6%,6501-5726,53.2%,126-95,57.0%,11,71.9%,16.3%,6.4%,7.7%,53.2%,72.0%,44.9%,59.3%,35.6%,47.6%,0.87,
