Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,17,7,10,41.2%,17-22,43.6%,174-203,46.2%,4-0,100.0%,17,60.0%,30.6%,3.4%,7.4%,58.8%,59.9%,47.0%,54.6%,41.5%,48.4%,0.91,R16 (2x)
2025,53,30,23,56.6%,68-50,57.6%,597-547,52.2%,11-3,78.6%,52,67.7%,35.5%,4.1%,6.4%,57.0%,63.2%,48.6%,56.9%,43.5%,50.5%,1.01,F (2x)
2024,36,16,20,44.4%,37-46,44.6%,383-409,48.4%,7-5,58.3%,36,61.5%,33.9%,3.6%,5.5%,58.6%,61.0%,47.0%,55.2%,43.3%,49.5%,0.97,SF (Australian Open)
2023,23,6,17,26.1%,17-36,32.1%,221-280,44.1%,2-4,33.3%,23,54.6%,33.6%,3.4%,7.1%,58.0%,59.0%,43.1%,52.3%,42.9%,47.7%,0.90,R16 (2x)
2022,31,13,18,41.9%,32-39,45.1%,332-365,47.6%,7-5,58.3%,31,65.4%,28.1%,4.5%,6.7%,56.9%,65.0%,46.2%,56.9%,39.6%,48.5%,0.92,F (Lyon)
2021,19,7,12,36.8%,21-24,46.7%,217-218,49.9%,4-5,44.4%,18,66.8%,33.3%,5.3%,7.1%,57.7%,65.6%,45.5%,57.1%,43.3%,50.3%,1.01,SF (Hamburg)
2020,29,17,12,58.6%,37-29,56.1%,343-314,52.2%,5-5,50.0%,29,71.6%,33.1%,5.8%,7.4%,58.4%,67.8%,46.4%,58.9%,42.9%,50.8%,1.04,F (Adelaide)
2019,54,33,21,61.1%,75-47,61.5%,604-521,53.7%,7-5,58.3%,53,69.7%,38.0%,5.4%,7.4%,60.0%,64.8%,48.3%,58.2%,44.9%,51.6%,1.07,W (2x)
2018,16,9,7,56.3%,23-14,62.2%,198-154,56.3%,2-4,33.3%,16,69.3%,41.9%,5.6%,7.8%,60.6%,65.3%,48.4%,58.6%,45.9%,52.1%,1.11,W (Hong Kong)
2017,4,2,2,50.0%,5-5,50.0%,46-41,52.9%,0-1,0.0%,4,58.1%,48.8%,1.9%,4.4%,64.6%,50.5%,55.4%,52.2%,49.4%,51.0%,1.03,QF (Istanbul)
2016,2,0,2,0.0%,1-4,20.0%,20-27,42.6%,0-0,-,2,60.9%,25.0%,3.3%,8.0%,56.7%,64.7%,38.5%,53.3%,40.6%,46.4%,0.87,R32 (2x)
Career,284,140,144,49.3%,333-316,51.3%,3135-3079,50.5%,49-37,57.0%,281,65.7%,34.5%,4.5%,6.8%,58.4%,63.4%,47.1%,56.6%,43.2%,50.1%,1.00,
