Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Ningbo R32,W vs Mboko,35% (6/17),43% (6/14),2/3,1/2,44% (4/9),0/0,0/0,80% (4/5),60% (3/5)
2025 Hamburg SF,L vs Boisson,60% (6/10),100% (1/1),0/0,0/0,40% (2/5),2/4,1/2,50% (3/6),33% (2/6)
2025 Wimbledon R128,W vs Gauff,67% (8/12),67% (4/6),2/3,1/1,0% (0/1),0/0,0/0,60% (3/5),80% (4/5)
2025 Nottingham F,L vs Kessler,54% (7/13),100% (2/2),0/0,0/0,73% (11/15),5/7,5/6,- (0/0),- (0/0)
2025 Indian Wells R32,L vs Swiatek,33% (2/6),- (0/0),0/0,0/0,55% (6/11),1/3,0/1,- (0/0),- (0/0)
2025 Linz F,L vs Alexandrova,60% (9/15),80% (4/5),1/1,0/0,38% (3/8),4/6,4/5,- (0/0),- (0/0)
2024 US Open R128,L vs Niemeier,58% (11/19),19% (3/16),1/4,0/0,67% (10/15),5/7,0/1,60% (3/5),80% (4/5)
2024 Wimbledon R32,L vs Vekic,61% (11/18),33% (2/6),1/5,0/0,71% (12/17),8/10,8/9,70% (7/10),36% (4/11)
2024 Wimbledon R128,W vs Podoroska,67% (8/12),50% (4/8),2/3,1/1,60% (3/5),0/0,0/0,75% (3/4),100% (4/4)
2024 Rome R32,L vs Sabalenka,46% (6/13),0% (0/2),0/0,0/0,70% (7/10),0/2,0/1,- (0/0),- (0/0)
2024 San Diego R16,L vs Blinkova,63% (5/8),43% (3/7),0/0,0/0,38% (3/8),1/3,0/1,57% (4/7),29% (2/7)
2024 Australian Open SF,L vs Zheng,50% (6/12),20% (2/10),0/0,0/0,64% (7/11),0/2,0/1,- (0/0),- (0/0)
2024 Australian Open QF,W vs Noskova,82% (9/11),60% (3/5),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2024 Australian Open R16,W vs Azarenka,50% (7/14),45% (5/11),2/3,1/1,50% (4/8),2/2,0/0,43% (3/7),71% (5/7)
2024 Australian Open R32,W vs Navarro,53% (9/17),63% (5/8),2/3,1/2,57% (4/7),0/1,0/0,- (0/0),- (0/0)
2024 Australian Open Q3,W vs Joint,47% (8/17),100% (5/5),2/3,1/1,20% (1/5),0/1,0/0,- (0/0),- (0/0)
2023 Palermo R32,W vs Ristic,70% (7/10),50% (5/10),2/3,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2023 Roland Garros R128,L vs Vekic,33% (4/12),50% (3/6),0/0,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2022 US Open R128,L vs Keys,54% (7/13),33% (2/6),0/3,0/0,50% (3/6),1/3,0/1,40% (2/5),20% (1/5)
2022 Wimbledon R128,L vs Bogdan,31% (4/13),- (0/0),0/0,0/0,33% (2/6),1/3,0/1,- (0/0),- (0/0)
2025 (6 matches),,52.1%,60.7%,71.4%,66.7%,53.1%,60.0%,71.4%,62.5%,56.3%
2024 (10 matches),,56.7%,41.0%,52.2%,83.3%,59.6%,57.1%,61.5%,60.6%,55.9%
2023 (2 matches),,50.0%,50.0%,66.7%,100.0%,27.3%,0.0%,0.0%,-,-
2022 (5 matches),,55.9%,57.9%,25.0%,50.0%,50.0%,57.9%,33.3%,66.7%,29.6%
2021 (2 matches),,65.2%,62.5%,100.0%,-,35.7%,0.0%,0.0%,40.0%,20.0%
Career (135 matches),,58.5%,44.2%,46.8%,43.6%,51.9%,50.8%,52.6%,58.6%,40.8%
