Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Ningbo R32,W vs Mboko,3.4,3.4,3.3,53.7%,58.8%,64.7%,36.4%,44.8%,2.3%,18.5,17.1,-2.5,-1.9
2025 Hamburg SF,L vs Boisson,3.5,4.3,2.8,34.1%,59.3%,60.0%,57.1%,52.4%,5.5%,2.5,2.6,8.0,9.4
2025 Wimbledon R128,W vs Gauff,2.9,3.3,2.5,51.1%,80.0%,55.6%,50.0%,64.4%,4.3%,3.0,3.7,9.5,21.1
2025 Nottingham F,L vs Kessler,3.0,3.0,3.0,47.5%,42.4%,62.5%,66.7%,46.4%,4.4%,13.5,17.8,-8.5,-9.9
2025 Indian Wells R32,L vs Swiatek,3.3,3.4,3.2,32.2%,31.8%,80.0%,66.7%,43.4%,1.4%,-3.0,-6.0,-9.0,-12.7
2025 Linz F,L vs Alexandrova,3.4,3.7,3.1,43.9%,50.0%,72.7%,33.3%,49.4%,1.5%,14.5,11.4,9.0,7.0
2024 Rome R32,L vs Sabalenka,3.0,3.3,2.6,46.2%,30.0%,63.6%,0.0%,50.0%,11.4%,-3.5,-5.0,-9.5,-15.6
2024 San Diego R16,L vs Blinkova,2.9,3.3,2.6,46.0%,50.0%,30.0%,66.7%,56.5%,3.0%,7.5,8.6,-5.5,-8.5
2024 Australian Open SF,L vs Zheng,2.8,3.4,2.3,40.9%,52.9%,50.0%,50.0%,50.4%,4.6%,17.0,27.0,0.0,0.0
2024 Australian Open QF,W vs Noskova,2.8,3.0,2.6,52.4%,66.7%,62.5%,33.3%,59.4%,1.9%,10.0,13.3,6.0,11.8
2024 Australian Open R16,W vs Azarenka,3.8,3.3,4.3,48.4%,55.8%,58.8%,55.6%,56.3%,5.7%,27.0,20.1,6.5,6.6
2024 Australian Open R32,W vs Navarro,3.3,3.5,3.1,52.5%,57.1%,70.0%,50.0%,51.5%,6.2%,6.0,5.9,4.0,4.4
2024 Australian Open Q3,W vs Joint,3.1,2.7,3.5,46.8%,55.6%,46.2%,60.0%,47.9%,3.6%,6.0,6.0,2.0,1.9
2023 Palermo R32,W vs Ristic,4.0,4.5,3.5,43.8%,74.2%,71.4%,62.5%,47.0%,8.2%,29.0,34.9,5.0,5.6
2023 Roland Garros R128,L vs Vekic,3.4,4.1,2.8,42.1%,56.0%,27.3%,33.3%,66.5%,7.5%,0.0,0.0,5.5,11.5
2022 BJK Cup Qualifiers RR,L vs Riske Amritraj,3.9,4.3,3.5,47.2%,42.5%,55.6%,66.7%,55.7%,3.7%,4.5,2.7,2.5,1.9
2022 Lyon F,L vs Zhang,3.2,3.3,3.1,50.0%,43.6%,62.5%,57.1%,54.8%,8.0%,1.0,0.9,-5.0,-5.6
2022 Dubai R16,W vs Krejcikova,2.9,3.3,2.4,52.2%,50.0%,69.2%,66.7%,42.5%,10.2%,1.0,1.6,2.0,2.5
2022 Australian Open R128,L vs Brengle,4.7,5.0,4.3,53.1%,38.7%,35.7%,46.7%,43.1%,3.2%,-0.5,-0.4,-8.0,-5.3
2021 Chicago R32,L vs Mertens,3.1,3.3,2.9,37.3%,18.2%,58.3%,75.0%,38.3%,1.4%,-3.5,-7.8,-10.0,-13.7
Last 52 Weeks (4 matches),,3.2,3.5,2.9,47.2%,56.9%,61.2%,48.0%,50.7%,3.9%,9.4,10.3,1.6,1.9
Career (58 matches),,3.4,3.5,3.2,48.2%,51.9%,58.1%,55.2%,51.5%,4.9%,8.3,8.5,4.6,5.2
