Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Ningbo R32,W vs Mboko,0.0%,-,5.3%,77.8%,20.0%,39.1%,100.0%,10.1%,17.9%,0.0%,-,206,173
2025 Hamburg SF,L vs Boisson,0.0%,-,9.9%,76.9%,16.1%,14.8%,0.0%,15.3%,23.5%,0.5%,0.0%,201,115
2025 Wimbledon R128,W vs Gauff,0.0%,-,6.9%,50.0%,11.3%,16.7%,0.0%,25.0%,42.9%,1.5%,0.0%,170,132
2025 Nottingham F,L vs Kessler,0.0%,-,4.8%,71.4%,29.6%,38.5%,100.0%,13.2%,27.3%,1.2%,50.0%,294,183
2025 Indian Wells R32,L vs Swiatek,0.0%,-,3.3%,33.3%,12.8%,0.0%,0.0%,13.7%,46.2%,2.3%,33.3%,117,100
2025 Linz F,L vs Alexandrova,0.0%,-,1.1%,50.0%,14.6%,29.2%,0.0%,16.8%,20.0%,0.0%,-,160,143
2024 Rome R32,L vs Sabalenka,0.0%,-,6.7%,62.5%,8.1%,21.4%,0.0%,9.1%,0.0%,0.7%,0.0%,149,125
2024 San Diego R16,L vs Blinkova,0.0%,-,5.3%,28.6%,16.9%,8.3%,0.0%,13.3%,13.3%,0.6%,0.0%,141,156
2024 Australian Open SF,L vs Zheng,0.0%,-,3.1%,25.0%,25.6%,27.3%,0.0%,12.8%,26.7%,0.8%,100.0%,66,70
2024 Australian Open QF,W vs Noskova,0.0%,-,1.7%,100.0%,22.8%,27.8%,0.0%,15.2%,30.8%,0.0%,-,156,146
2024 Australian Open R16,W vs Azarenka,0.0%,-,8.1%,92.3%,25.5%,37.5%,0.0%,18.7%,21.4%,0.4%,0.0%,91,77
2024 Australian Open R32,W vs Navarro,0.0%,-,12.5%,78.9%,10.5%,11.1%,0.0%,17.6%,25.0%,1.5%,66.7%,223,173
2024 Australian Open Q3,W vs Joint,0.0%,-,1.8%,66.7%,20.8%,19.2%,0.0%,9.2%,17.6%,0.5%,0.0%,169,144
2023 Palermo R32,W vs Ristic,0.0%,-,16.2%,94.7%,36.5%,41.2%,0.0%,5.6%,0.0%,2.2%,75.0%,144,106
2023 Roland Garros R128,L vs Vekic,0.0%,-,8.5%,60.0%,12.2%,14.8%,50.0%,17.6%,33.3%,1.9%,33.3%,144,65
2022 BJK Cup Qualifiers RR,L vs Riske Amritraj,0.0%,-,4.3%,87.5%,9.4%,18.4%,0.0%,13.7%,21.6%,0.0%,-,97,70
2022 Lyon F,L vs Zhang,0.0%,-,4.4%,85.7%,17.3%,16.0%,100.0%,10.9%,25.0%,0.9%,0.0%,134,168
2022 Dubai R16,W vs Krejcikova,0.0%,-,1.5%,50.0%,15.1%,17.2%,0.0%,16.9%,44.4%,0.0%,-,142,157
2022 Australian Open R128,L vs Brengle,0.0%,-,10.5%,53.8%,15.7%,18.5%,0.0%,9.1%,13.9%,1.1%,33.3%,206,170
2021 Chicago R32,L vs Mertens,0.0%,-,5.3%,60.0%,9.1%,22.2%,0.0%,11.1%,25.0%,0.0%,-,207,131
Last 52 Weeks (4 matches),,0.0%,-,6.6%,70.3%,18.8%,25.3%,100.0%,14.0%,25.9%,0.7%,20.0%,219,153
Career (58 matches),,0.1%,20.0%,6.2%,70.0%,18.2%,21.8%,38.6%,13.7%,24.3%,0.5%,24.6%,146,124
