Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,195,95,100,48.7%,223-213,51.1%,2106-2067,50.5%,33-23,58.9%,192,66.2%,34.0%,4.8%,7.1%,57.8%,64.2%,46.8%,56.9%,43.1%,50.1%,1.00
Clay,60,29,31,48.3%,74-71,51.0%,708-680,51.0%,9-12,42.9%,60,63.4%,38.5%,3.1%,6.0%,59.9%,60.7%,47.8%,55.5%,45.0%,50.3%,1.01
Grass,29,16,13,55.2%,36-32,52.9%,321-332,49.2%,7-2,77.8%,29,67.8%,29.5%,5.7%,6.4%,59.5%,64.3%,47.6%,57.5%,40.4%,49.5%,0.95
Grand Slams,48,24,24,50.0%,56-55,50.5%,531-515,50.8%,9-6,60.0%,48,70.2%,30.4%,4.9%,6.3%,58.0%,64.0%,50.0%,58.1%,41.9%,50.1%,1.00
Premiers,79,36,43,45.6%,89-93,48.9%,867-894,49.2%,17-11,60.7%,79,67.1%,30.3%,4.8%,7.3%,58.4%,64.9%,46.7%,57.3%,41.5%,49.6%,0.97
Internationals,93,53,40,57.0%,121-91,57.1%,1057-955,52.5%,15-14,51.7%,92,66.1%,38.7%,4.8%,6.7%,59.4%,63.9%,46.9%,57.0%,45.0%,51.1%,1.05
Finals,7,3,4,42.9%,8-10,44.4%,87-91,48.9%,2-0,100.0%,7,63.6%,33.0%,5.2%,7.8%,57.6%,63.5%,47.2%,56.6%,43.2%,50.0%,0.99
Semi-finals,11,7,4,63.6%,16-9,64.0%,131-118,52.6%,2-2,50.0%,11,75.8%,28.9%,4.7%,5.9%,58.9%,67.1%,51.0%,60.5%,41.4%,51.0%,1.05
Quarter-finals,22,11,11,50.0%,25-23,52.1%,246-236,51.0%,6-5,54.5%,21,67.5%,36.1%,5.4%,7.1%,58.7%,64.6%,47.7%,57.6%,43.4%,50.7%,1.02
vs Righties,254,125,129,49.2%,299-285,51.2%,2820-2772,50.4%,44-32,57.9%,252,65.6%,34.4%,4.6%,6.8%,58.4%,63.4%,47.0%,56.6%,43.2%,50.0%,1.00
vs Lefties,23,11,12,47.8%,25-25,50.0%,244-243,50.1%,5-4,55.6%,22,67.8%,33.6%,3.6%,6.4%,58.8%,62.9%,49.0%,57.2%,43.1%,50.4%,1.01
vs Top 10,28,5,23,17.9%,16-44,26.7%,241-325,42.6%,4-3,57.1%,27,62.6%,21.9%,4.6%,7.3%,58.1%,62.4%,45.0%,55.1%,37.6%,46.7%,0.84
