Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2018,,,,,,,,,,,84,1038,53,1711
2017,,,,,,,,,,,71,1220,54,1704
2016,1230,5,,,,,,,,,66,1189,44,1723
2015,749,31,203,1531,176,1514,191,1488,98,1584,50,1395,66,1648
2014,421,98,141,1618,127,1591,150,1554,62,1642,184,406,,
2013,206,241,95,1694,87,1654,111,1609,52,1671,158,448,,
2012,115,492,109,1680,116,1606,112,1603,47,1685,38,1858,58,1679
2011,63,780,58,1790,58,1716,63,1707,35,1734,10,4605,40,1723
2010,57,839,55,1795,60,1724,74,1685,39,1702,20,3185,41,1704
2009,80,587,90,1708,83,1657,130,1584,76,1596,55,1275,86,1604
2008,66,606,76,1735,62,1711,138,1576,80,1588,41,1187,35,1725
2007,185,231,120,1651,97,1624,193,1485,104,1546,138,395,,
2006,312,119,,,,,,,,,71,726,100,1537
2005,301,110,311,1382,282,1367,335,1234,234,1365,110,492,,
2004,399,67,,,,,,,,,201,232,,
2003,367,82,356,1256,309,1319,339,1152,227,1319,228,198,,
2002,342,79,,,,,,,,,271,151,,
2001,757,14,,,,,,,,,780,29,,
2000,1238,2,,,,,,,,,,,,
