Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,113,52,61,46.0%,140-149,48.4%,1389-1431,49.3%,30-25,54.5%,112,78.6%,19.6%,9.6%,4.1%,54.5%,75.0%,49.5%,63.4%,35.8%,49.5%,0.98
Clay,43,16,27,37.2%,42-68,38.2%,500-576,46.5%,9-7,56.3%,40,74.4%,18.9%,5.9%,3.3%,55.6%,70.9%,48.5%,60.9%,36.0%,48.5%,0.92
Grass,40,21,19,52.5%,57-56,50.4%,564-566,49.9%,13-10,56.5%,39,81.4%,17.9%,10.2%,4.0%,57.5%,74.6%,51.9%,64.9%,34.5%,49.8%,0.98
Grand Slams,35,14,21,40.0%,62-79,44.0%,666-703,48.6%,11-10,52.4%,35,78.4%,18.7%,9.5%,3.8%,56.2%,74.6%,49.7%,63.7%,35.4%,49.4%,0.97
Masters,30,14,16,46.7%,34-32,51.5%,327-324,50.2%,6-6,50.0%,30,79.2%,21.7%,8.3%,3.3%,53.4%,72.5%,50.8%,62.4%,36.6%,49.6%,0.97
Other Tours,127,59,68,46.5%,137-156,46.8%,1402-1484,48.6%,33-26,55.9%,126,78.2%,18.6%,8.8%,4.1%,55.5%,74.1%,49.7%,63.2%,35.4%,49.3%,0.96
Best of 5,38,15,23,39.5%,66-85,43.7%,712-758,48.4%,13-10,56.5%,35,78.4%,18.7%,9.5%,3.8%,56.2%,74.6%,49.7%,63.7%,35.4%,49.4%,0.97
Best of 3,158,74,84,46.8%,173-188,47.9%,1741-1815,49.0%,39-32,54.9%,156,78.4%,19.2%,8.7%,3.9%,55.2%,73.8%,49.9%,63.1%,35.6%,49.4%,0.96
Finals,3,1,2,33.3%,2-3,40.0%,25-27,48.1%,0-1,0.0%,3,80.8%,14.8%,6.5%,2.4%,65.9%,68.8%,51.7%,62.9%,32.3%,48.0%,0.87
Semi-finals,8,3,5,37.5%,7-12,36.8%,97-107,47.5%,1-3,25.0%,8,77.8%,18.8%,9.0%,2.8%,58.0%,72.5%,50.4%,63.2%,34.6%,49.0%,0.94
Quarter-finals,13,8,5,61.5%,18-13,58.1%,155-145,51.7%,4-3,57.1%,13,81.2%,20.4%,12.4%,2.8%,59.3%,73.5%,53.6%,65.4%,36.2%,50.6%,1.05
vs Righties,163,71,92,43.6%,196-231,45.9%,2023-2153,48.4%,43-31,58.1%,160,77.8%,18.9%,9.0%,3.9%,55.3%,74.0%,49.6%,63.1%,35.6%,49.3%,0.96
vs Lefties,33,18,15,54.5%,43-42,50.6%,430-420,50.6%,9-11,45.0%,31,81.3%,20.0%,8.8%,3.9%,55.8%,74.1%,51.1%,63.9%,35.4%,49.7%,0.98
vs Top 10,17,4,13,23.5%,13-34,27.7%,200-264,43.1%,4-4,50.0%,17,70.7%,15.6%,8.6%,3.8%,56.2%,70.4%,45.4%,59.5%,33.3%,46.5%,0.82
