Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2013 US Open R128,L vs Sock,101.9,,,,,130,,,,,,,70
2013 Roland Garros R128,L vs Cilic,91.8,,,,,136,,,,,,,67
2012 US Open R64,L vs Almagro,106.5,,,,,132,,,,,,,64
2012 US Open R128,W vs Mahut,106.3,,,,,132,,,,,,,74
2012 Wimbledon R64,L vs Mayer,108.4,,,,,128,,,,,,,77
2012 Australian Open R64,L vs Raonic,102.4,,,,,133,,,,,,,69
2011 US Open R64,L vs Tipsarevic,105.2,117.5,14.5,,,133,68,90.0,6.8,,,111,80
2011 Wimbledon R128,L vs Soderling,100.3,106.6,7.5,,,121,74,87.6,6.4,,,101,75
2011 Roland Garros R64,L vs Darcis,105.0,113.8,14.2,,,131,83,90.3,6.5,,,101,77
2011 Australian Open R128,L vs Tsonga,108.9,120.1,7.0,,,130,100,92.9,8.2,,,106,63
Career (10 matches),,104.3,113.8,10.0,,,136,68,90.3,7.1,,,111,63
