Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2018 Stuttgart Q1,L vs Galovic,0% (0/9),- (0/0),0/3,38% (3/8),0% (0/3),0/0,0/0,1/1,0/0,0/0
2018 Irving CH R32,L vs Fucsovics,0% (0/9),- (0/0),0/3,67% (6/9),50% (3/6),0/0,0/0,1/1,0/0,0/0
2016 Irving CH R32,L vs Marchenko,29% (5/17),20% (1/5),0/2,31% (5/16),60% (3/5),1/1,0/0,4/4,0/0,1/1
2015 Eckental CH R32,L vs Hernych,29% (4/14),75% (3/4),2/6,67% (10/15),30% (3/10),2/3,0/1,1/2,0/0,0/1
2015 Meerbusch CH R32,L vs Samper Montana,27% (3/11),33% (1/3),0/2,30% (3/10),33% (1/3),1/1,0/0,1/1,0/0,0/0
2014 Meerbusch CH R32,L vs Albot,50% (5/10),40% (2/5),1/3,50% (5/10),20% (1/5),0/2,0/0,2/3,0/0,2/2
2014 Oberstaufen CH R32,L vs Przysiezny,10% (1/10),0% (0/1),0/2,33% (3/9),33% (1/3),0/0,0/0,1/1,0/0,0/0
2014 Stuttgart R32,L vs Golubev,33% (3/9),33% (1/3),0/3,63% (5/8),20% (1/5),1/1,0/0,1/2,0/0,1/1
2014 Braunschweig CH QF,L vs Golubev,10% (1/10),0% (0/1),0/2,40% (4/10),50% (2/4),0/0,0/0,2/2,0/0,1/1
2014 Braunschweig CH R16,W vs Bellucci,36% (4/11),75% (3/4),0/1,30% (3/10),67% (2/3),2/2,0/1,0/0,0/0,0/0
2014 Braunschweig CH R32,W vs Ignatik,53% (8/15),100% (8/8),4/7,50% (8/16),0% (0/8),3/7,1/2,1/2,1/1,1/1
2013 Istanbul2 CH R16,L vs Kukushkin,38% (3/8),33% (1/3),1/3,56% (5/9),0% (0/5),0/1,0/0,0/2,0/0,0/1
2013 Istanbul2 CH R32,W vs Basilashvili,50% (6/12),83% (5/6),1/3,58% (7/12),57% (4/7),3/4,1/1,1/1,1/1,0/0
2013 Roland Garros R128,L vs Cilic,17% (2/12),50% (1/2),0/6,75% (9/12),22% (2/9),0/1,0/0,0/1,0/0,0/1
2013 Dallas2 CH SF,L vs Kudla,18% (2/11),100% (2/2),0/4,64% (7/11),43% (3/7),0/2,0/1,1/1,0/0,1/1
2013 Dallas2 CH QF,W vs Rochus,50% (4/8),100% (4/4),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2013 Dallas2 CH R16,W vs Troicki,30% (3/10),67% (2/3),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2013 Dallas2 CH R32,W vs Soeda,38% (6/16),83% (5/6),0/2,29% (5/17),40% (2/5),2/4,1/2,2/2,1/1,1/1
2013 Indian Wells R64,L vs Nishikori,25% (2/8),50% (1/2),0/3,56% (5/9),0% (0/5),0/1,0/0,0/2,0/0,0/1
2013 Indian Wells R128,W vs Tursunov,60% (6/10),50% (3/6),1/1,20% (2/10),50% (1/2),2/3,2/2,0/0,1/1,0/0
2018 (2 matches),,0.0%,-,0.0%,52.9%,33.3%,-,-,100.0%,-,-
2016 (1 matches),,29.4%,20.0%,0.0%,31.3%,60.0%,100.0%,-,100.0%,-,100.0%
2015 (2 matches),,28.0%,57.1%,25.0%,52.0%,30.8%,75.0%,0.0%,66.7%,-,0.0%
2014 (6 matches),,33.8%,63.6%,27.8%,44.4%,25.0%,50.0%,33.3%,70.0%,100.0%,100.0%
2013 (14 matches),,39.5%,67.2%,14.3%,39.2%,28.3%,67.6%,80.0%,50.0%,85.7%,28.6%
Career (57 matches),,32.2%,63.8%,23.8%,34.5%,32.4%,77.8%,76.0%,79.8%,89.5%,73.1%
