Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,22,13,9,59.1%,19,12,7,63.2%,2018,2026,QF,22,1.05,10.8%,6.5%,58.7%,77.4%,48.7%,65.5%,36.4%,62.7%,38.6%
Roland Garros,8,Clay,15,7,8,46.7%,8,1,7,12.5%,2017,2025,R32,14,0.99,5.6%,6.8%,60.8%,68.3%,52.4%,62.1%,37.6%,63.9%,39.8%
Wimbledon,8,Grass,20,12,8,60.0%,11,3,8,27.3%,2017,2025,SF,19,1.09,10.5%,7.6%,58.3%,78.6%,53.0%,67.9%,34.9%,68.6%,36.2%
US Open,8,Hard,28,20,8,71.4%,20,10,10,50.0%,2017,2025,QF,25,1.13,10.6%,6.8%,59.7%,77.5%,49.0%,66.0%,38.4%,65.0%,41.9%
Davis Cup,6,,22,14,8,63.6%,15,9,6,60.0%,2016,2024,,19,1.07,10.3%,5.5%,59.7%,77.8%,53.9%,68.1%,34.1%,73.5%,40.6%
Miami Masters,8,Hard,20,12,8,60.0%,12,4,8,33.3%,2018,2026,SF,20,1.03,8.1%,7.1%,58.3%,74.3%,52.8%,65.4%,35.6%,62.8%,34.0%
Indian Wells Masters,8,Hard,17,9,8,52.9%,4,2,2,50.0%,2018,2026,R16,17,1.06,9.7%,8.8%,59.2%,74.7%,47.2%,63.5%,38.5%,63.1%,39.6%
Dubai,4,Hard,10,6,4,60.0%,7,3,4,42.9%,2021,2026,SF,10,1.15,12.3%,7.8%,61.4%,79.5%,53.4%,69.4%,35.2%,63.4%,44.6%
Dallas,3,Hard,10,8,2,80.0%,6,3,3,50.0%,2023,2026,W,10,1.19,15.5%,5.0%,61.2%,77.3%,56.9%,69.4%,36.4%,75.6%,40.7%
Brisbane,2,Hard,2,0,2,0.0%,2,1,1,50.0%,2018,2026,R32,2,0.74,12.7%,4.8%,58.8%,76.3%,50.0%,65.5%,25.5%,66.7%,16.7%
Paris Masters,5,Hard,11,6,5,54.5%,3,0,3,0.0%,2017,2025,F,10,1.01,11.6%,6.1%,56.5%,79.8%,47.2%,65.6%,34.6%,63.5%,40.0%
