Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),38,1120,42,1826,33,1802,48,1728,54,1658,,,,
2025,23,1665,39,1823,31,1808,50,1727,56,1657,,,,
2024,56,981,34,1843,32,1800,29,1776,38,1702,,,,
2023,109,605,34,1828,29,1790,31,1780,33,1705,,,,
2022,18,2075,30,1864,29,1828,30,1793,30,1715,,,,
2021,14,2475,33,1853,37,1794,31,1783,17,1760,,,,
2020,12,2830,20,1864,20,1820,26,1778,,,44,1985,,
2019,15,2050,12,1945,10,1912,34,1777,66,1643,50,1635,42,1740
2018,27,1440,33,1829,33,1782,53,1726,68,1634,300,135,119,1526
2017,51,981,74,1748,69,1702,218,1461,91,1580,756,52,,
2016,250,209,211,1520,203,1479,268,1380,,,557,95,,
2015,1130,8,,,,,,,,,877,42,,
