Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R32,L vs Sinner,0.0%,-,8.1%,37.5%,14.9%,24.0%,16.7%,0.0%,0.0%,1.4%,0.0%,44,0
2026 Indian Wells R128,W vs Tsitsipas,0.0%,-,15.2%,73.9%,20.0%,35.7%,15.8%,13.5%,14.3%,0.0%,-,10,1
2026 Dallas R32,W vs Jodar,5.4%,100.0%,13.6%,85.7%,26.4%,41.7%,22.2%,13.8%,25.0%,3.1%,40.0%,116,133
2025 Stockholm SF,L vs Ruud,14.9%,85.7%,17.1%,70.0%,19.4%,21.4%,9.1%,2.2%,0.0%,2.8%,20.0%,-9,15
2025 Los Cabos F,W vs Kovacevic,6.7%,100.0%,14.9%,86.7%,15.7%,16.7%,0.0%,14.3%,50.0%,1.7%,50.0%,50,68
2025 Rome R64,L vs Gaubas,0.0%,-,10.1%,71.4%,13.0%,10.0%,25.0%,5.1%,3.2%,4.7%,21.4%,-30,2
2025 Miami R32,L vs Fritz,8.7%,75.0%,9.9%,72.7%,12.2%,19.0%,13.0%,3.6%,0.0%,0.0%,-,84,67
2025 Indian Wells R32,L vs Alcaraz,7.0%,100.0%,13.1%,68.8%,13.8%,9.1%,0.0%,2.8%,0.0%,1.2%,0.0%,-68,-56
2025 Dallas F,W vs Ruud,5.0%,100.0%,16.4%,66.7%,18.3%,21.9%,12.5%,13.3%,0.0%,3.5%,42.9%,80,51
2025 Dallas SF,W vs Paul,8.3%,83.3%,15.6%,71.4%,18.1%,20.0%,7.7%,9.8%,28.6%,0.9%,0.0%,35,12
2025 Dallas QF,W vs Machac,4.3%,100.0%,8.2%,77.8%,19.7%,31.3%,33.3%,12.5%,50.0%,3.0%,20.0%,26,15
2025 Adelaide R32,W vs Zhang,20.0%,88.9%,11.2%,75.0%,31.7%,30.8%,0.0%,5.6%,50.0%,1.9%,100.0%,100,68
2024 Belgrade F,W vs Medjedovic,0.0%,-,7.0%,75.0%,22.2%,50.0%,22.2%,0.0%,0.0%,0.0%,-,-61,27
2024 Belgrade SF,W vs Lehecka,8.8%,100.0%,13.5%,66.7%,32.1%,46.2%,0.0%,29.4%,50.0%,0.0%,-,63,39
2024 Basel QF,L vs Mpetshi Perricard,3.3%,66.7%,12.0%,68.0%,32.3%,43.5%,16.7%,29.2%,75.0%,1.3%,0.0%,126,7
2024 Stuttgart R16,L vs Berrettini,12.2%,83.3%,10.9%,83.3%,38.5%,45.5%,0.0%,15.0%,0.0%,0.0%,-,62,103
2024 Roland Garros R32,L vs Hurkacz,1.7%,50.0%,11.0%,76.9%,19.6%,40.5%,15.0%,8.9%,30.8%,3.5%,23.1%,84,53
2024 Montpellier R16,L vs Bublik,15.4%,78.6%,20.8%,62.8%,13.6%,22.2%,15.0%,6.0%,0.0%,5.5%,14.3%,19,49
2023 Wimbledon R16,L vs Safiullin,0.0%,-,9.2%,66.7%,16.4%,16.0%,60.0%,10.2%,20.0%,0.8%,0.0%,25,42
2023 Roland Garros R32,L vs Alcaraz,0.0%,-,9.1%,60.0%,15.1%,24.1%,12.0%,5.4%,15.4%,2.5%,28.6%,-63,-66
Career (109 matches),,4.7%,77.5%,12.3%,70.3%,17.5%,26.0%,13.0%,9.7%,16.9%,1.1%,30.7%,53,56
