Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,3,1,2,33.3%,3-4,42.9%,34-35,49.3%,1-1,50.0%,3,76.5%,21.2%,9.0%,8.6%,53.8%,72.6%,53.6%,63.8%,33.8%,49.1%,0.93,R16 (Orleans)
2017,29,19,10,65.5%,39-30,56.5%,359-321,52.8%,4-6,40.0%,29,86.8%,18.9%,10.6%,6.4%,56.6%,75.7%,56.2%,67.2%,36.2%,51.6%,1.10,W (2x)
2016,14,9,5,64.3%,17-12,58.6%,149-138,51.9%,3-1,75.0%,14,79.9%,22.6%,8.6%,6.7%,56.1%,75.6%,50.6%,64.6%,38.0%,51.4%,1.07,SF (2x)
2015,1,0,1,0.0%,1-2,33.3%,14-15,48.3%,0-0,-,1,73.3%,21.4%,7.0%,9.3%,51.2%,77.3%,50.0%,64.0%,36.3%,50.6%,1.01,R32 (Granby)
Career,47,29,18,61.7%,60-48,55.6%,556-509,52.2%,8-8,50.0%,47,83.9%,20.1%,9.8%,6.7%,56.1%,75.5%,54.3%,66.2%,36.5%,51.4%,1.08,
