Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells R32,L vs Sinner,3.6,4.2,2.7,40.9%,38.9%,20.0%,20.0%,67.4%,31.1%,1.0,1.2,-4.5,-14.5
2026 Indian Wells R128,W vs Tsitsipas,4.0,4.0,4.0,50.6%,54.3%,57.9%,80.0%,50.6%,15.3%,20.0,16.1,1.5,1.4
2026 Dallas R32,W vs Jodar,3.8,2.9,4.4,60.7%,71.9%,57.1%,62.5%,64.4%,13.8%,17.0,17.5,6.5,13.3
2025 Stockholm SF,L vs Ruud,3.9,3.5,4.3,43.7%,41.7%,58.3%,40.0%,42.7%,30.4%,5.5,8.3,-4.5,-6.5
2025 Los Cabos F,W vs Kovacevic,3.2,3.0,3.4,54.3%,61.1%,70.0%,66.7%,55.0%,18.5%,5.0,8.2,4.0,9.1
2025 Rome R64,L vs Gaubas,4.9,3.9,5.8,39.4%,43.8%,61.5%,52.2%,49.0%,11.8%,6.5,5.0,-5.0,-3.7
2025 Miami R32,L vs Fritz,3.6,3.2,4.0,33.3%,63.0%,57.1%,25.0%,66.9%,38.6%,-5.0,-5.3,-5.0,-14.3
2025 Indian Wells R32,L vs Alcaraz,3.5,2.9,4.0,48.6%,41.9%,33.3%,37.5%,56.3%,37.0%,-1.0,-1.4,-3.0,-6.5
2025 Dallas F,W vs Ruud,3.6,3.1,4.1,51.1%,61.5%,33.3%,57.1%,62.3%,40.0%,2.5,2.6,-2.0,-4.4
2025 Dallas SF,W vs Paul,4.2,3.4,5.2,55.1%,55.2%,37.5%,66.7%,55.4%,22.3%,5.5,5.3,1.0,1.3
2025 Dallas QF,W vs Machac,3.6,2.7,4.4,56.5%,66.7%,44.4%,60.0%,60.0%,30.3%,11.0,13.8,-1.5,-3.3
2025 Adelaide R32,W vs Zhang,2.7,2.4,3.0,55.7%,88.2%,20.0%,0.0%,56.6%,37.0%,11.0,22.9,0.5,1.8
2024 Belgrade F,W vs Medjedovic,3.0,2.8,3.2,62.0%,41.7%,22.2%,100.0%,56.9%,46.4%,6.0,10.5,1.5,5.2
2024 Belgrade SF,W vs Lehecka,3.4,2.4,4.2,64.4%,83.3%,57.1%,60.0%,59.7%,26.0%,19.5,30.0,8.0,21.6
2024 Basel QF,L vs Mpetshi Perricard,2.3,2.7,2.0,43.1%,68.8%,85.7%,50.0%,57.0%,42.2%,16.5,25.0,5.0,13.5
2024 Stuttgart R16,L vs Berrettini,2.8,2.5,3.0,44.9%,66.7%,66.7%,0.0%,45.5%,60.0%,5.0,10.4,0.0,0.0
2024 Roland Garros R32,L vs Hurkacz,3.8,4.4,3.1,37.1%,46.6%,62.5%,64.3%,55.7%,16.0%,4.0,2.1,3.5,2.7
2024 Montpellier R16,L vs Bublik,3.4,3.9,3.0,50.0%,43.1%,57.1%,41.7%,63.9%,22.8%,4.0,3.1,-8.5,-12.3
2023 Wimbledon R16,L vs Safiullin,3.4,3.0,3.8,42.3%,47.5%,40.0%,50.0%,54.0%,35.5%,-1.5,-1.1,-0.5,-0.6
2023 Roland Garros R32,L vs Alcaraz,5.0,4.8,5.3,41.8%,34.5%,42.3%,41.2%,60.6%,9.2%,7.0,4.7,-5.5,-5.7
Career (109 matches),,3.6,3.4,3.8,48.7%,53.4%,48.2%,50.8%,56.6%,19.1%,6.8,5.6,-0.3,-0.4
