Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,320,182,138,56.9%,448-371,54.7%,4284-3937,52.1%,78-76,50.6%,313,83.7%,20.6%,10.9%,6.9%,59.4%,76.6%,50.6%,66.0%,36.3%,51.0%,1.07
Clay,76,38,38,50.0%,102-99,50.7%,1018-1006,50.3%,16-23,41.0%,76,80.6%,20.3%,6.8%,6.7%,59.3%,71.0%,52.1%,63.3%,35.9%,49.7%,0.98
Grass,45,21,24,46.7%,64-71,47.4%,690-683,50.3%,10-18,35.7%,44,84.9%,16.1%,10.8%,7.4%,57.9%,77.1%,53.4%,67.1%,33.8%,50.3%,1.03
Grand Slams,81,49,32,60.5%,171-133,56.3%,1600-1447,52.5%,26-31,45.6%,80,83.3%,21.9%,9.7%,6.9%,59.3%,76.0%,50.5%,65.6%,36.9%,51.1%,1.07
Masters,122,65,57,53.3%,142-145,49.5%,1456-1441,50.3%,27-28,49.1%,121,81.1%,19.4%,8.2%,7.0%,58.7%,73.5%,50.9%,64.2%,35.7%,50.0%,1.00
Other Tours,213,112,101,52.6%,263-234,52.9%,2582-2413,51.7%,42-52,44.7%,210,84.0%,19.7%,11.5%,7.0%,59.4%,76.3%,51.6%,66.3%,35.6%,50.8%,1.06
Best of 5,85,52,33,61.2%,180-140,56.3%,1685-1525,52.5%,28-32,46.7%,84,83.5%,21.6%,9.6%,6.7%,59.2%,75.9%,51.0%,65.7%,36.8%,51.1%,1.07
Best of 3,356,189,167,53.1%,434-401,52.0%,4307-4101,51.2%,76-85,47.2%,349,83.3%,19.4%,10.3%,7.0%,59.2%,75.6%,51.3%,65.6%,35.6%,50.5%,1.03
Finals,10,5,5,50.0%,12-10,54.5%,113-106,51.6%,1-2,33.3%,10,88.0%,15.7%,12.6%,5.1%,61.2%,77.5%,49.1%,66.5%,34.9%,50.7%,1.04
Semi-finals,27,10,17,37.0%,24-36,40.0%,306-324,48.6%,4-8,33.3%,26,81.2%,17.0%,8.5%,6.5%,61.8%,74.1%,47.9%,64.1%,33.4%,48.9%,0.93
Quarter-finals,47,26,21,55.3%,64-54,54.2%,621-562,52.5%,5-14,26.3%,47,85.1%,20.1%,10.5%,6.8%,60.9%,76.4%,52.3%,67.0%,35.6%,51.0%,1.08
vs Righties,386,213,173,55.2%,544-472,53.5%,5286-4961,51.6%,96-101,48.7%,379,83.4%,19.8%,10.2%,6.9%,59.1%,75.9%,51.3%,65.8%,35.9%,50.7%,1.05
vs Lefties,53,26,27,49.1%,66-69,48.9%,682-658,50.9%,8-16,33.3%,52,82.3%,20.4%,9.6%,7.3%,59.8%,74.1%,50.3%,64.5%,35.5%,50.1%,1.00
vs Top 10,54,15,39,27.8%,46-92,33.3%,626-756,45.3%,10-13,43.5%,50,78.9%,12.1%,8.6%,6.4%,59.4%,72.7%,46.2%,61.9%,31.4%,47.3%,0.83
