Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,33,18,15,54.5%,44-39,53.0%,423-388,52.2%,8-5,61.5%,33,77.9%,25.4%,11.5%,6.9%,59.7%,72.2%,50.2%,63.4%,38.5%,50.8%,1.05
Clay,7,2,5,28.6%,7-10,41.2%,88-83,51.5%,0-5,0.0%,7,82.1%,22.4%,7.3%,6.9%,59.6%,71.2%,51.4%,63.2%,36.5%,49.5%,0.99
Grass,4,1,3,25.0%,5-8,38.5%,60-69,46.5%,1-2,33.3%,4,73.0%,20.6%,6.5%,8.0%,57.4%,65.7%,48.5%,58.4%,34.6%,46.8%,0.83
Grand Slams,8,4,4,50.0%,16-13,55.2%,146-134,52.1%,3-2,60.0%,8,75.7%,28.1%,10.9%,7.2%,56.2%,73.3%,47.8%,62.1%,39.3%,50.6%,1.04
Masters,15,5,10,33.3%,12-23,34.3%,166-190,46.6%,3-4,42.9%,15,76.0%,17.2%,8.5%,8.3%,60.7%,69.6%,48.8%,61.4%,35.2%,48.2%,0.91
Other Tours,21,12,9,57.1%,28-21,57.1%,259-216,54.5%,3-6,33.3%,21,80.7%,27.5%,11.2%,6.0%,60.3%,71.5%,52.8%,64.1%,38.8%,51.3%,1.08
Best of 5,8,4,4,50.0%,16-13,55.2%,146-134,52.1%,3-2,60.0%,8,75.7%,28.1%,10.9%,7.2%,56.2%,73.3%,47.8%,62.1%,39.3%,50.6%,1.04
Best of 3,36,17,19,47.2%,40-44,47.6%,425-406,51.1%,6-10,37.5%,36,78.7%,23.2%,10.1%,7.0%,60.4%,70.7%,51.1%,63.0%,37.2%,50.0%,1.01
Finals,1,1,0,100.0%,2-0,100.0%,12-6,66.7%,0-0,-,1,100.0%,33.3%,11.8%,3.9%,62.7%,81.3%,63.2%,74.5%,40.0%,57.4%,1.57
Semi-finals,3,1,2,33.3%,3-4,42.9%,35-33,51.5%,0-1,0.0%,3,87.9%,17.6%,7.9%,4.7%,60.5%,73.1%,56.5%,66.5%,34.3%,50.5%,1.02
Quarter-finals,4,3,1,75.0%,7-3,70.0%,56-40,58.3%,0-1,0.0%,4,80.8%,31.3%,12.4%,5.9%,61.4%,70.7%,52.5%,63.7%,41.1%,52.4%,1.13
vs Righties,39,19,20,48.7%,51-51,50.0%,509-483,51.3%,8-9,47.1%,39,77.4%,24.7%,10.6%,7.2%,59.2%,71.3%,49.6%,62.5%,38.0%,50.1%,1.01
vs Lefties,4,1,3,25.0%,3-6,33.3%,50-54,48.1%,1-3,25.0%,4,82.4%,13.5%,6.6%,5.7%,62.2%,70.9%,52.8%,64.0%,31.8%,47.9%,0.89
vs Top 10,5,0,5,0.0%,2-11,15.4%,55-78,41.4%,0-2,0.0%,5,75.4%,9.1%,8.1%,7.1%,60.3%,69.1%,49.4%,61.3%,28.2%,45.2%,0.73
