Date,Tournament,Surface,Rd,,Score
15-Mar-1957,Rockdale,Clay,F,Fry / Norma Marsh [AUS] d. Mary Carter Reitano / Mary Hawton [AUS],6-8 6-4 6-4
18-Jan-1957,Australian Championships,Grass,F,(1) Fry / Althea Gibson [USA] d. (3) Mary Hawton / Fay Muller [AUS],6-2 6-1
26-Dec-1956,Sydney Manly,Grass,F,Fry / Althea Gibson [USA] d. Beth Jones / Pat Parmenter [AUS],6-1 6-3
