Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1968,11,11,0,100.0%,22-2,91.7%,142-40,78.0%,0-0,-,0,,,,,,,,,,,,W (4x)
1959,3,2,1,66.7%,4-1,80.0%,25-20,55.6%,0-0,-,0,,,,,,,,,,,,F (New Haven)
1957,11,7,4,63.6%,14-9,60.9%,114-97,54.0%,0-0,-,0,,,,,,,,,,,,W (Australian Championships)
1956,84,78,6,92.9%,158-26,85.9%,1081-526,67.3%,0-0,-,0,,,,,,,,,,,,W (15x)
1955,25,21,4,84.0%,44-14,75.9%,344-210,62.1%,0-0,-,0,,,,,,,,,,,,W (3x)
1954,46,36,10,78.3%,77-25,75.5%,570-358,61.4%,0-0,-,0,,,,,,,,,,,,W (2x)
1953,91,71,20,78.0%,149-52,74.1%,1098-682,61.7%,0-0,-,0,,,,,,,,,,,,W (4x)
1952,69,57,12,82.6%,118-32,78.7%,846-469,64.3%,0-0,-,0,,,,,,,,,,,,W (5x)
1951,80,63,17,78.8%,133-43,75.6%,971-566,63.2%,0-0,-,0,,,,,,,,,,,,W (5x)
1950,40,32,8,80.0%,68-24,73.9%,495-293,62.8%,0-0,-,0,,,,,,,,,,,,W (2x)
1949,50,39,11,78.0%,77-31,71.3%,585-380,60.6%,0-0,-,0,,,,,,,,,,,,W (3x)
1948,37,27,10,73.0%,56-22,71.8%,442-307,59.0%,0-0,-,0,,,,,,,,,,,,W (Orlando)
1947,35,29,6,82.9%,61-20,75.3%,447-263,63.0%,0-0,-,0,,,,,,,,,,,,W (3x)
1946,52,45,7,86.5%,93-33,73.8%,684-467,59.4%,0-0,-,0,,,,,,,,,,,,W (6x)
1945,24,16,8,66.7%,36-21,63.2%,318-232,57.8%,0-0,-,0,,,,,,,,,,,,W (Philadelphia)
1944,30,21,9,70.0%,46-21,68.7%,348-238,59.4%,0-0,-,0,,,,,,,,,,,,W (Brookline Natl Juniors)
1943,4,2,2,50.0%,5-4,55.6%,31-39,44.3%,0-0,-,0,,,,,,,,,,,,QF (Rye)
1942,21,16,5,76.2%,32-14,69.6%,233-162,59.0%,0-0,-,0,,,,,,,,,,,,W (2x)
1941,14,9,5,64.3%,18-12,60.0%,138-125,52.5%,0-0,-,0,,,,,,,,,,,,W (Louisville Juniors)
1940,14,13,1,92.9%,25-2,92.6%,158-62,71.8%,0-0,-,0,,,,,,,,,,,,W (3x)
1939,8,7,1,87.5%,12-4,75.0%,80-45,64.0%,0-0,-,0,,,,,,,,,,,,W (2x)
Career,749,602,147,80.4%,1248-412,75.2%,9150-5581,62.1%,0-0,-,0,,,,,,,,,,,,
