Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),185,320,331,1442,303,1413,287,1413,257,1343,,,,
2025,175,330,264,1502,239,1474,242,1455,237,1373,,,,
2024,264,206,332,1410,319,1377,342,1344,247,1351,236,292,,
2023,393,122,335,1387,324,1348,,,,,,,,
2022,240,226,329,1405,301,1375,327,1344,242,1330,,,,
2021,215,297,313,1393,284,1390,311,1340,240,1333,,,,
2020,187,340,224,1469,208,1451,218,1422,,,,,,
2019,154,335,258,1481,230,1464,256,1429,225,1395,,,,
2018,233,213,275,1451,251,1416,251,1421,216,1395,432,48,,
2017,255,203,221,1513,217,1466,,,163,1473,255,243,,
2016,535,65,,,,,,,,,1235,16,,
2015,2013,1,,,,,,,,,,,,
