Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,4,7,36.4%,11-15,42.3%,124-134,48.1%,1-4,20.0%,11,77.8%,19.7%,6.5%,4.7%,56.7%,73.1%,45.6%,61.2%,36.9%,48.8%,0.95,QF (New Delhi)
2025,45,27,18,60.0%,60-43,58.3%,527-439,54.6%,2-9,18.2%,45,74.3%,35.6%,4.3%,4.0%,59.0%,68.7%,48.8%,60.6%,43.3%,51.8%,1.10,W (2x)
2024,14,6,8,42.9%,17-17,50.0%,164-167,49.5%,5-1,83.3%,14,73.2%,23.9%,7.2%,3.8%,53.6%,70.8%,49.5%,60.9%,38.8%,50.0%,0.99,QF (Knoxville)
2023,12,5,7,41.7%,12-16,42.9%,129-146,46.9%,3-3,50.0%,12,74.6%,19.3%,5.6%,3.6%,55.6%,69.3%,51.0%,61.2%,36.2%,48.8%,0.93,QF (Chennai)
2022,39,20,19,51.3%,44-47,48.4%,418-454,47.9%,8-6,57.1%,39,72.4%,23.0%,5.7%,5.0%,54.6%,69.6%,49.5%,60.4%,37.9%,49.1%,0.96,W (Cuernavaca)
2021,40,16,24,40.0%,36-50,41.9%,403-442,47.7%,5-10,33.3%,39,74.3%,22.9%,3.8%,2.8%,57.8%,67.1%,51.3%,60.4%,37.8%,49.0%,0.96,F (Nur-Sultan 3)
2020,16,7,9,43.8%,20-22,47.6%,203-209,49.3%,3-5,37.5%,16,71.7%,26.5%,5.9%,2.7%,54.6%,68.1%,49.8%,59.8%,38.8%,49.4%,0.97,SF (Burnie)
2019,40,23,17,57.5%,50-39,56.2%,445-413,51.9%,5-2,71.4%,40,72.6%,30.4%,4.8%,3.9%,59.0%,67.6%,49.7%,60.3%,41.1%,50.7%,1.04,W (Anning)
2018,35,17,18,48.6%,37-45,45.1%,382-407,48.4%,5-8,38.5%,35,72.3%,24.0%,4.7%,4.2%,57.5%,66.1%,50.8%,59.6%,38.8%,49.3%,0.96,W (Binghamton)
2017,14,8,6,57.1%,17-15,53.1%,158-157,50.2%,3-3,50.0%,14,78.8%,20.9%,5.1%,4.7%,55.8%,75.7%,50.1%,64.4%,35.7%,50.1%,1.00,F (Bangalore)
Career,266,133,133,50.0%,304-309,49.6%,2953-2968,49.9%,40-51,44.0%,265,73.6%,26.1%,5.0%,3.9%,57.0%,68.7%,49.8%,60.6%,39.2%,49.9%,0.99,
