Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2000,957,5,,,,,,,,,257,191,,
1999,281,136,,,,,,,,,70,936,,
1998,168,288,133,1647,111,1615,107,1652,101,1558,36,1545,,
1997,54,776,70,1790,60,1748,56,1775,63,1638,22,1982,,
1996,37,1024,75,1800,45,1790,66,1771,74,1635,31,1657,,
1995,36,,74,1789,68,1734,61,1776,,,25,1669,,
1994,42,,73,1787,89,1708,43,1807,,,26,1584,,
1993,34,,36,1879,46,1802,24,1889,51,1685,45,1226,,
1992,41,,73,1796,77,1737,50,1796,70,1650,48,978,,
1991,32,,56,1829,51,1777,45,1793,61,1656,36,1205,,
1990,70,,73,1780,62,1732,46,1781,,,30,1115,,
1989,51,,38,1850,56,1739,31,1833,,,22,,,
1988,55,,54,1815,61,1734,34,1813,67,1626,76,,,
1987,110,,100,1694,104,1617,67,1706,85,1585,67,,,
1986,225,,,,,,,,,,351,,,
1985,373,,,,,,,,,,442,,,
