Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1994 Hamburg SF,L vs Medvedev,85.7%,39.6%,7.1%,1/3,2.21,11.9%,85.7%,38.9%,9.5%,2.04,20.0%,92.3%,41.7%,0.0%,2.47,0.0%
1991 US Open QF,L vs Edberg,62.9%,29.5%,11.4%,1/7,1.67,59.7%,61.9%,26.9%,19.0%,1.57,39.1%,100.0%,33.3%,0.0%,1.87,96.2%
Career (2 matches),,73.0%,34.8%,9.5%,16.7%,1.87,42.1%,73.8%,33.9%,14.3%,1.73,32.4%,96.8%,36.7%,0.0%,2.10,58.1%
