Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,12,2,10,16.7%,6,2,4,33.3%,1990,1999,R32,9,0.77,3.4%,4.1%,61.1%,65.3%,42.7%,56.5%,33.4%,50.0%,21.3%
Roland Garros,12,Clay,19,7,12,36.8%,8,4,4,50.0%,1987,1998,R16,9,0.95,2.5%,2.1%,66.0%,68.7%,42.0%,59.6%,38.4%,51.5%,31.3%
Wimbledon,8,Grass,11,3,8,27.3%,5,1,4,20.0%,1987,1998,R64,9,0.82,4.5%,3.5%,66.9%,70.3%,43.4%,61.4%,31.8%,63.5%,24.2%
US Open,12,Hard,26,14,12,53.8%,23,14,9,60.9%,1987,1998,QF,20,1.02,3.2%,4.0%,63.4%,72.5%,44.3%,62.2%,38.4%,62.4%,40.1%
Olympics,1,,3,2,1,66.7%,1,0,1,0.0%,1988,1988,R16,0,,,,,,,,,,
Davis Cup,2,,3,2,1,66.7%,0,0,0,-,1988,1989,,0,,,,,,,,,,
Barcelona,15,Clay,30,15,15,50.0%,14,6,8,42.9%,1985,1999,R16,17,1.00,3.3%,2.4%,68.7%,64.5%,47.4%,59.1%,40.8%,54.6%,41.9%
Bologna,11,Clay,30,21,9,70.0%,4,3,1,75.0%,1987,1998,W,20,1.10,3.0%,1.8%,70.6%,67.1%,54.1%,63.3%,40.3%,61.5%,45.7%
Kitzbuhel,9,Clay,22,13,9,59.1%,7,4,3,57.1%,1987,1996,F,12,1.07,1.9%,3.9%,61.4%,67.5%,49.6%,60.6%,42.0%,55.4%,43.9%
Monte Carlo Masters,9,Clay,19,10,9,52.6%,8,3,5,37.5%,1990,1998,R16,17,1.14,1.3%,2.7%,65.6%,65.5%,48.6%,59.7%,45.8%,56.5%,45.5%
Estoril,9,Clay,19,10,9,52.6%,5,1,4,20.0%,1990,1998,SF,18,1.05,3.4%,3.0%,65.3%,65.1%,49.6%,59.7%,42.4%,59.5%,47.9%
Palermo,9,Clay,17,8,9,47.1%,3,0,3,0.0%,1990,1998,SF,14,0.96,3.5%,3.2%,66.1%,61.7%,49.3%,57.5%,41.0%,55.9%,39.7%
