Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
1994 Hamburg SF,L vs Medvedev,15.4%,17.3%,40.5%,19.8%,19.4%,22.6%,40.0%,26.8%,20.0%,68.8%,100.0%,10.5%,10.5%,41.2%,-13
1991 US Open QF,L vs Edberg,22.2%,29.3%,40.3%,28.5%,27.0%,33.3%,45.7%,36.8%,18.5%,47.2%,27.3%,16.1%,25.8%,30.8%,13
Career (2 matches),,19.9%,25.2%,40.4%,25.5%,24.5%,29.8%,43.7%,33.5%,19.0%,53.8%,33.3%,14.0%,20.0%,34.9%,25
