Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,198,90,108,45.5%,228-265,46.2%,2310-2413,48.9%,42-58,42.0%,151,73.8%,23.8%,3.2%,3.6%,64.9%,67.7%,47.7%,60.7%,38.2%,49.3%,0.97
Clay,400,215,185,53.8%,485-445,52.2%,4501-4310,51.1%,71-54,56.8%,284,73.0%,28.3%,3.0%,2.8%,66.2%,65.9%,49.4%,60.3%,40.7%,50.4%,1.02
Grass,11,3,8,27.3%,10-29,25.6%,174-233,42.8%,1-4,20.0%,9,76.7%,10.4%,4.5%,3.5%,66.9%,70.3%,43.4%,61.4%,31.8%,46.3%,0.82
Carpet,52,19,33,36.5%,39-75,34.2%,495-613,44.7%,15-11,57.7%,43,76.0%,14.2%,4.5%,3.9%,63.9%,69.7%,47.3%,61.6%,31.7%,47.2%,0.83
Grand Slams,68,26,42,38.2%,93-133,41.2%,1047-1176,47.1%,21-21,50.0%,47,74.4%,18.4%,3.3%,3.5%,64.2%,70.0%,43.4%,60.5%,36.3%,48.0%,0.92
Masters,91,36,55,39.6%,96-123,43.8%,1014-1072,48.6%,16-23,41.0%,69,72.8%,24.1%,2.9%,2.8%,67.1%,65.8%,49.2%,60.3%,38.8%,49.4%,0.98
Other Tours,499,263,236,52.7%,568-554,50.6%,5364-5268,50.5%,92-83,52.6%,371,73.6%,26.7%,3.3%,3.2%,65.6%,66.5%,49.5%,60.6%,39.5%,50.1%,1.00
Best of 5,79,32,47,40.5%,113-149,43.1%,1223-1340,47.7%,24-22,52.2%,48,74.1%,18.3%,3.3%,3.5%,63.9%,69.9%,43.4%,60.3%,36.3%,48.0%,0.91
Best of 3,582,295,287,50.7%,649-665,49.4%,6257-6229,50.1%,105-105,50.0%,439,73.5%,26.3%,3.2%,3.1%,65.9%,66.4%,49.4%,60.6%,39.4%,50.0%,1.00
Finals,12,4,8,33.3%,9-17,34.6%,114-130,46.7%,2-1,66.7%,8,69.5%,16.3%,2.7%,3.2%,62.8%,63.7%,48.5%,58.1%,34.6%,47.0%,0.82
Semi-finals,33,12,21,36.4%,29-46,38.7%,334-392,46.0%,8-8,50.0%,25,67.1%,23.2%,2.4%,3.0%,63.5%,64.2%,46.9%,57.9%,38.0%,47.9%,0.90
Quarter-finals,64,33,31,51.6%,73-77,48.7%,697-720,49.2%,9-5,64.3%,51,73.3%,25.5%,3.3%,3.3%,65.9%,66.7%,49.8%,60.9%,38.5%,49.8%,0.98
vs Righties,552,277,275,50.2%,641-679,48.6%,6257-6318,49.8%,111-102,52.1%,408,73.5%,25.4%,3.1%,3.2%,65.5%,66.9%,48.2%,60.5%,39.1%,49.7%,0.99
vs Lefties,109,50,59,45.9%,121-135,47.3%,1223-1251,49.4%,18-25,41.9%,79,74.3%,23.9%,3.8%,3.1%,66.2%,66.6%,50.1%,61.0%,38.1%,49.5%,0.98
vs Top 10,58,11,47,19.0%,38-107,26.2%,565-784,41.9%,11-10,52.4%,44,65.8%,18.7%,3.2%,3.1%,65.3%,63.7%,45.4%,57.3%,35.9%,46.7%,0.84
