Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1998,17,9,8,52.9%,19-18,51.4%,161-165,49.4%,1-0,100.0%,0,,,,,,,,,,,,QF (4x)
1997,5,2,3,40.0%,3-5,37.5%,33-37,47.1%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
1996,9,6,3,66.7%,10-8,55.6%,89-80,52.7%,4-1,80.0%,0,,,,,,,,,,,,F (Venice)
1995,7,4,3,57.1%,7-7,50.0%,68-58,54.0%,2-1,66.7%,0,,,,,,,,,,,,SF (Braunschweig)
1994,12,9,3,75.0%,17-6,73.9%,118-80,59.6%,3-2,60.0%,0,,,,,,,,,,,,F (Braunschweig)
1993,13,11,2,84.6%,21-6,77.8%,147-98,60.0%,2-2,50.0%,0,,,,,,,,,,,,W (Newcastle)
1992,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,0,,,,,,,,,,,,R32 (Yvetot)
1991,5,5,0,100.0%,9-1,90.0%,57-33,63.3%,0-1,0.0%,0,,,,,,,,,,,,W (Segovia)
1990,4,3,1,75.0%,5-2,71.4%,33-26,55.9%,1-0,100.0%,0,,,,,,,,,,,,SF (The Hague)
1989,12,9,3,75.0%,17-6,73.9%,128-78,62.1%,1-1,50.0%,0,,,,,,,,,,,,F (Oporto)
1988,15,14,1,93.3%,27-4,87.1%,179-98,64.6%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
1987,4,2,2,50.0%,6-5,54.5%,52-50,51.0%,0-0,-,0,,,,,,,,,,,,QF (Agadir)
1986,3,1,2,33.3%,1-5,16.7%,17-35,32.7%,1-0,100.0%,0,,,,,,,,,,,,R16 (Parioli)
1985,3,1,2,33.3%,2-3,40.0%,23-27,46.0%,1-1,50.0%,0,,,,,,,,,,,,R16 (Bahia)
Career,110,76,34,69.1%,144-78,64.9%,1113-878,55.9%,19-11,63.3%,0,,,,,,,,,,,,
