Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,153,82,71,53.6%,174-160,52.1%,1596-1545,50.8%,4-10,28.6%,0,,,,,,,,,,,
Clay,146,78,68,53.4%,165-154,51.7%,1441-1366,51.3%,5-6,45.5%,0,,,,,,,,,,,
Grass,125,69,56,55.2%,149-125,54.4%,1319-1232,51.7%,5-2,71.4%,0,,,,,,,,,,,
Carpet,116,48,68,41.4%,98-138,41.5%,954-1096,46.5%,8-6,57.1%,0,,,,,,,,,,,
Grand Slams,47,20,27,42.6%,46-59,43.8%,454-493,47.9%,1-1,50.0%,0,,,,,,,,,,,
Finals,19,7,12,36.8%,16-27,37.2%,180-202,47.1%,0-0,-,0,,,,,,,,,,,
Semi-finals,45,18,27,40.0%,44-55,44.4%,457-478,48.9%,0-1,0.0%,0,,,,,,,,,,,
Quarter-finals,95,38,57,40.0%,88-121,42.1%,892-1024,46.6%,5-2,71.4%,0,,,,,,,,,,,
vs Righties,313,121,192,38.7%,273-415,39.7%,2885-3419,45.8%,12-17,41.4%,0,,,,,,,,,,,
vs Lefties,37,17,20,45.9%,36-41,46.8%,331-359,48.0%,2-2,50.0%,0,,,,,,,,,,,
