Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Roland Garros,4,Clay,7,3,4,42.9%,0,0,0,-,1969,1976,R16,0,,,,,,,,,,
Wimbledon,11,Grass,18,7,11,38.9%,0,0,0,-,1968,1978,R32,0,,,,,,,,,,
US Open,13,Hard,23,10,13,43.5%,2,1,1,50.0%,1966,1979,QF,0,,,,,,,,,,
Olympics,1,,2,0,2,0.0%,0,0,0,-,1968,1968,R16,0,,,,,,,,,,
Wightman Cup,1,Hard,1,1,0,100.0%,0,0,0,-,1971,1971,W,0,,,,,,,,,,
Fed Cup,1,,4,4,0,100.0%,0,0,0,-,1972,1972,,0,,,,,,,,,,
Los Angeles,7,Hard,14,7,7,50.0%,3,1,2,33.3%,1966,1977,QF,0,,,,,,,,,,
Boston,7,Carpet,13,6,7,46.2%,0,0,0,-,1967,1975,QF,0,,,,,,,,,,
Phoenix,7,Hard,13,6,7,46.2%,1,0,1,0.0%,1967,1976,QF,0,,,,,,,,,,
San Francisco,7,Carpet,12,4,8,33.3%,1,0,1,0.0%,1970,1977,BR,0,,,,,,,,,,
San Diego,6,Hard,14,10,4,71.4%,0,0,0,-,1963,1971,W,0,,,,,,,,,,
Indianapolis,6,Clay,12,6,6,50.0%,1,1,0,100.0%,1967,1978,QF,0,,,,,,,,,,
