Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1979,2,1,1,50.0%,2-2,50.0%,17-17,50.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (Carlsbad)
1978,31,14,17,45.2%,30-39,43.5%,304-343,47.0%,6-2,75.0%,0,,,,,,,,,,,,F (Orlando Futures)
1977,14,2,12,14.3%,4-22,15.4%,84-147,36.4%,1-3,25.0%,0,,,,,,,,,,,,R16 (2x)
1976,35,14,21,40.0%,32-43,42.7%,320-370,46.4%,3-2,60.0%,0,,,,,,,,,,,,
1975,32,16,16,50.0%,33-36,47.8%,286-319,47.3%,2-2,50.0%,0,,,,,,,,,,,,QF (2x)
1974,26,12,14,46.2%,27-30,47.4%,242-258,48.4%,0-3,0.0%,0,,,,,,,,,,,,QF (3x)
1973,62,33,29,53.2%,70-59,54.3%,587-565,51.0%,4-5,44.4%,0,,,,,,,,,,,,BR (2x)
1972,56,30,26,53.6%,60-59,50.4%,534-504,51.4%,4-5,44.4%,0,,,,,,,,,,,,F (Oklahoma City)
1971,52,23,29,44.2%,52-61,46.0%,482-525,47.9%,3-2,60.0%,0,,,,,,,,,,,,W (Kansas City)
1970,68,40,28,58.8%,84-66,56.0%,711-642,52.5%,0-1,0.0%,0,,,,,,,,,,,,W (Kansas City Heart of America)
1969,54,29,25,53.7%,58-56,50.9%,548-519,51.4%,0-0,-,0,,,,,,,,,,,,W (Mexico City)
1968,64,38,26,59.4%,81-61,57.0%,702-594,54.2%,0-0,-,0,,,,,,,,,,,,
1967,36,24,12,66.7%,50-29,63.3%,418-332,55.7%,0-0,-,0,,,,,,,,,,,,W (San Diego)
1966,22,13,9,59.1%,28-20,58.3%,249-211,54.1%,0-0,-,0,,,,,,,,,,,,W (San Diego)
1965,9,6,3,66.7%,12-7,63.2%,95-66,59.0%,0-0,-,0,,,,,,,,,,,,W (2x)
1964,2,0,2,0.0%,1-4,20.0%,15-27,35.7%,0-0,-,0,,,,,,,,,,,,F (San Diego Metro)
1963,2,1,1,50.0%,2-2,50.0%,22-21,51.2%,0-0,-,0,,,,,,,,,,,,SF (San Diego)
Career,567,296,271,52.2%,626-596,51.2%,5616-5460,50.7%,23-26,46.9%,0,,,,,,,,,,,,
