Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1978,,,62,1645,57,1539,42,1610,52,1585,,,,
1977,,,66,1622,47,1572,69,1566,51,1589,,,,
1976,,,44,1735,36,1639,53,1642,31,1668,,,,
1975,,,34,1784,33,1658,34,1713,32,1688,,,,
1974,,,29,1781,26,1643,30,1721,31,1692,,,,
1973,,,38,1766,26,1629,32,1719,30,1700,,,,
1972,,,30,1810,25,1683,29,1740,27,1713,,,,
1971,,,30,1786,25,1655,30,1732,26,1701,,,,
1970,,,32,1785,20,1667,33,1717,28,1706,,,,
1969,,,40,1707,27,1596,38,1630,31,1645,,,,
1968,,,53,1616,28,1553,49,1559,40,1584,,,,
1967,,,38,1707,23,1596,45,1551,34,1627,,,,
1966,,,54,1612,27,1556,,,58,1499,,,,
