Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,59,19,40,32.2%,55-103,34.8%,718-848,45.8%,12-16,42.9%,52,78.3%,16.1%,7.5%,3.2%,64.5%,69.4%,50.2%,62.6%,34.0%,48.6%,0.91
Clay,11,4,7,36.4%,17-20,45.9%,179-190,48.5%,5-2,71.4%,8,73.6%,21.8%,5.8%,3.8%,62.7%,67.4%,48.5%,60.4%,38.1%,49.4%,0.96
Grass,20,6,14,30.0%,26-42,38.2%,319-366,46.6%,5-8,38.5%,20,80.5%,13.2%,6.0%,3.9%,63.5%,71.1%,51.4%,63.9%,31.3%,48.1%,0.87
Carpet,1,1,0,100.0%,1-1,50.0%,13-12,52.0%,0-1,0.0%,0,,,,,,,,,,,
Grand Slams,23,8,15,34.8%,36-55,39.6%,433-488,47.0%,6-9,40.0%,23,79.2%,15.5%,6.3%,3.6%,63.4%,69.6%,52.3%,63.3%,33.5%,48.6%,0.91
Masters,3,0,3,0.0%,1-6,14.3%,26-43,37.7%,1-0,100.0%,3,57.6%,17.1%,4.9%,2.9%,63.9%,58.8%,47.3%,54.6%,34.3%,44.4%,0.76
Other Tours,46,15,31,32.6%,41-69,37.3%,511-579,46.9%,8-14,36.4%,46,78.9%,16.0%,7.3%,3.3%,64.8%,70.1%,48.6%,62.5%,33.7%,48.5%,0.90
Best of 5,34,11,23,32.4%,48-82,36.9%,602-701,46.2%,10-13,43.5%,25,79.8%,15.2%,6.5%,3.7%,63.5%,69.9%,52.2%,63.4%,33.4%,48.6%,0.91
Best of 3,57,19,38,33.3%,51-84,37.8%,627-715,46.7%,12-14,46.2%,55,77.4%,16.4%,7.1%,3.3%,64.4%,69.6%,49.0%,62.2%,33.9%,48.5%,0.90
Semi-finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,4.4%,0.0%,57.8%,61.5%,42.1%,53.3%,35.1%,43.1%,0.75
Quarter-finals,3,1,2,33.3%,3-5,37.5%,35-41,46.1%,1-0,100.0%,3,81.1%,10.5%,8.2%,2.6%,65.4%,71.5%,51.2%,64.5%,31.4%,48.2%,0.88
vs Righties,81,25,56,30.9%,85-153,35.7%,1099-1285,46.1%,20-25,44.4%,71,78.1%,15.2%,6.6%,3.4%,64.4%,69.2%,50.4%,62.5%,33.4%,48.3%,0.89
vs Lefties,9,4,5,44.4%,12-13,48.0%,117-123,48.8%,1-2,33.3%,8,84.0%,18.7%,9.5%,3.9%,61.8%,74.5%,50.4%,65.3%,34.0%,49.9%,0.98
vs Top 10,8,0,8,0.0%,3-20,13.0%,91-143,38.9%,2-3,40.0%,6,78.2%,4.5%,4.9%,2.3%,65.5%,69.7%,50.5%,63.1%,25.0%,45.2%,0.68
