Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,25,14,11,56.0%,10,4,6,40.0%,2009,2022,R64,20,1.03,6.7%,2.9%,63.3%,70.0%,50.7%,62.9%,38.3%,64.7%,48.9%
Roland Garros,13,Clay,24,10,14,41.7%,10,4,6,40.0%,2009,2021,R64,17,1.00,6.9%,3.3%,62.1%,69.0%,48.8%,61.4%,38.7%,56.4%,35.4%
Wimbledon,12,Grass,40,28,12,70.0%,18,8,10,44.4%,2009,2021,R32,17,0.93,5.6%,2.9%,63.5%,71.6%,53.2%,64.9%,32.7%,63.3%,39.7%
US Open,12,Hard,26,13,13,50.0%,8,4,4,50.0%,2009,2021,R32,23,1.05,7.8%,4.6%,62.0%,71.6%,49.6%,63.3%,38.4%,58.2%,34.6%
Davis Cup,11,,19,7,12,36.8%,11,7,4,63.6%,2008,2021,,8,0.95,7.7%,3.9%,62.6%,71.5%,52.0%,64.2%,34.1%,60.7%,42.9%
Antwerp,4,Hard,7,3,4,42.9%,4,3,1,75.0%,2017,2022,SF,7,0.89,5.0%,1.1%,65.9%,70.3%,51.6%,63.9%,32.0%,57.8%,41.7%
Newport,6,Grass,9,3,6,33.3%,7,2,5,28.6%,2011,2021,R16,9,1.01,6.9%,6.4%,57.3%,74.6%,47.2%,62.9%,37.4%,57.9%,40.0%
Queen's Club,2,Grass,5,3,2,60.0%,0,0,0,-,2012,2021,R32,5,1.12,8.8%,4.7%,64.5%,71.2%,46.9%,62.6%,41.9%,64.7%,50.0%
Miami Masters,7,Hard,12,5,7,41.7%,5,3,2,60.0%,2012,2019,R128,12,0.96,4.8%,5.0%,55.7%,68.4%,51.9%,61.1%,37.5%,55.4%,37.4%
Indian Wells Masters,6,Hard,11,4,7,36.4%,4,3,1,75.0%,2012,2019,R64,11,0.91,5.5%,3.9%,60.4%,66.7%,50.2%,60.1%,36.3%,59.5%,41.2%
Marseille,6,Hard,13,7,6,53.8%,7,4,3,57.1%,2010,2019,R32,10,1.05,9.7%,1.9%,66.5%,77.5%,52.8%,69.2%,32.3%,70.0%,34.1%
