Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2023-04-17),1092,8,,,,,,,,,,,,
2022,645,42,282,1461,259,1428,279,1413,,,,,,
2021,212,301,227,1517,204,1488,242,1448,138,1525,,,,
2020,227,253,183,1534,187,1475,180,1484,,,171,438,,
2019,260,172,219,1529,223,1470,219,1463,117,1563,193,360,,
2018,117,496,136,1636,130,1593,149,1539,84,1602,314,120,,
2017,118,503,149,1608,154,1548,148,1544,88,1586,274,217,,
2016,167,350,143,1618,131,1583,180,1507,109,1558,333,200,,
2015,108,543,159,1592,148,1554,188,1491,124,1541,163,461,,
2014,176,295,127,1640,132,1576,157,1541,95,1573,163,462,,
2013,148,363,150,1611,153,1550,180,1510,82,1617,361,172,,
2012,111,509,132,1637,125,1592,164,1531,84,1611,151,461,,
2011,160,313,144,1614,173,1516,163,1524,86,1586,263,240,,
2010,178,300,169,1568,207,1466,221,1467,137,1500,236,277,,
2009,184,255,247,1493,285,1382,271,1408,156,1482,302,202,,
2008,265,141,206,1528,278,1392,239,1444,,,276,202,,
2007,415,76,,,,,,,,,578,64,,
2006,1281,3,,,,,,,,,1089,13,,
2005,,,,,,,,,,,1349,6,,
