Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,2,1,1,50.0%,2-2,50.0%,20-20,50.0%,1-0,100.0%,2,57.9%,35.0%,4.7%,7.1%,48.8%,64.5%,49.2%,56.7%,46.4%,51.9%,1.07,
2020,2,1,1,50.0%,3-3,50.0%,31-35,47.0%,2-0,100.0%,2,84.4%,6.3%,5.7%,0.9%,66.5%,70.9%,54.9%,65.6%,26.1%,47.2%,0.76,
2019,2,0,2,0.0%,0-5,0.0%,13-30,30.2%,0-0,-,2,57.1%,4.5%,0.7%,2.1%,64.8%,57.6%,44.0%,52.8%,27.3%,40.7%,0.58,R32 (Montpellier)
2018,22,6,16,27.3%,23-41,35.9%,299-353,45.9%,5-8,38.5%,22,77.7%,16.0%,6.4%,3.5%,65.0%,68.7%,48.5%,61.6%,34.0%,48.0%,0.89,R16 (2x)
2017,11,6,5,54.5%,15-18,45.5%,162-169,48.9%,3-4,42.9%,11,82.2%,15.5%,7.2%,2.5%,66.3%,70.2%,54.7%,65.0%,34.0%,49.7%,0.97,SF (Antwerp)
2016,4,2,2,50.0%,6-7,46.2%,64-64,50.0%,0-1,0.0%,4,84.1%,15.6%,5.8%,2.0%,68.0%,67.3%,52.8%,62.7%,30.7%,48.9%,0.82,QF (Montpellier)
2015,13,3,10,23.1%,10-29,25.6%,162-216,42.9%,3-4,42.9%,11,74.5%,14.6%,8.2%,5.1%,61.6%,70.7%,50.0%,62.7%,32.2%,47.5%,0.86,
2014,2,0,2,0.0%,1-6,14.3%,22-42,34.4%,1-0,100.0%,0,,,,,,,,,,,,
2013,9,4,5,44.4%,14-14,50.0%,150-136,52.4%,3-1,75.0%,7,83.5%,19.6%,9.1%,3.8%,64.6%,72.2%,50.7%,64.6%,37.6%,51.3%,1.06,QF (Vienna)
2012,11,4,7,36.4%,12-17,41.4%,142-156,47.7%,3-4,42.9%,10,77.6%,16.8%,6.6%,4.0%,60.1%,70.2%,50.6%,62.4%,34.9%,48.6%,0.93,R16 (Atlanta)
2011,6,1,5,16.7%,6-12,33.3%,70-93,42.9%,0-1,0.0%,4,79.3%,15.3%,4.8%,4.8%,60.5%,73.7%,50.3%,64.5%,32.0%,48.8%,0.90,R16 (Newport)
2010,6,1,5,16.7%,6-11,35.3%,81-90,47.4%,1-3,25.0%,5,80.3%,15.6%,8.6%,1.2%,68.0%,70.1%,47.3%,62.8%,32.3%,47.8%,0.87,R16 (Bangkok)
2008,1,1,0,100.0%,1-1,50.0%,13-12,52.0%,0-1,0.0%,0,,,,,,,,,,,,
Career,91,30,61,33.0%,99-166,37.4%,1229-1416,46.5%,22-27,44.9%,80,78.5%,15.9%,6.9%,3.5%,64.0%,69.7%,50.4%,62.7%,33.7%,48.5%,0.90,
