Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2009,4,1,3,25.0%,4-6,40.0%,47-50,48.5%,0-1,0.0%,0,,,,,,,,,,,,R16 (Torhout 100K)
2008,20,15,5,75.0%,30-12,71.4%,220-175,55.7%,6-0,100.0%,0,,,,,,,,,,,,F (2x)
2007,17,9,8,52.9%,24-17,58.5%,193-161,54.5%,2-1,66.7%,0,,,,,,,,,,,,SF (Ortisei 75K)
2006,41,24,17,58.5%,52-35,59.8%,433-383,53.1%,9-5,64.3%,0,,,,,,,,,,,,F (2x)
2005,25,16,9,64.0%,29-25,53.7%,252-220,53.4%,2-1,66.7%,0,,,,,,,,,,,,F (Ortisei 75K)
2004,38,22,16,57.9%,52-42,55.3%,457-427,51.7%,6-3,66.7%,0,,,,,,,,,,,,F (Pruhonice 25K)
2003,37,22,15,59.5%,49-34,59.0%,425-349,54.9%,3-5,37.5%,0,,,,,,,,,,,,SF (3x)
2002,53,42,11,79.2%,87-33,72.5%,647-496,56.6%,8-4,66.7%,0,,,,,,,,,,,,W (5x)
2001,18,12,6,66.7%,25-12,67.6%,188-143,56.8%,4-1,80.0%,0,,,,,,,,,,,,W (Getxo 10K)
1999,21,11,10,52.4%,22-22,50.0%,203-202,50.1%,3-0,100.0%,0,,,,,,,,,,,,QF (5x)
1998,24,15,9,62.5%,28-18,60.9%,233-187,55.5%,8-2,80.0%,0,,,,,,,,,,,,F (Vaihingen 25K)
1997,49,32,17,65.3%,65-37,63.7%,499-374,57.2%,4-4,50.0%,0,,,,,,,,,,,,W (Carthage 25K)
1996,23,15,8,65.2%,29-16,64.4%,223-185,54.7%,5-5,50.0%,0,,,,,,,,,,,,W (2x)
1995,15,10,5,66.7%,19-11,63.3%,154-130,54.2%,4-3,57.1%,0,,,,,,,,,,,,F (ITF Ratzeburg)
1994,12,6,6,50.0%,13-14,48.1%,116-120,49.2%,1-2,33.3%,0,,,,,,,,,,,,SF (ITF Nicosia)
1993,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,0,,,,,,,,,,,,R32 (ITF Bergisch)
Career,398,252,146,63.3%,528-336,61.1%,4297-3615,54.3%,65-37,63.7%,0,,,,,,,,,,,,
