Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,20,11,9,55.0%,3,2,1,66.7%,1997,2008,R64,3,0.85,1.4%,8.2%,62.0%,62.8%,38.0%,53.4%,39.5%,38.1%,50.0%
Roland Garros,7,Clay,14,7,7,50.0%,2,1,1,50.0%,1997,2008,R64,5,0.82,1.6%,4.8%,62.7%,58.5%,39.7%,51.4%,40.0%,38.2%,37.0%
Wimbledon,6,Grass,8,2,6,25.0%,0,0,0,-,1998,2007,R128,2,0.85,4.6%,4.6%,65.5%,67.5%,40.0%,58.0%,35.8%,64.0%,30.8%
US Open,9,Hard,23,14,9,60.9%,4,2,2,50.0%,1997,2007,R32,2,0.76,2.9%,2.9%,71.5%,52.0%,48.7%,51.1%,37.3%,59.1%,23.5%
Fed Cup,2,,2,1,1,50.0%,0,0,0,-,2005,2007,,0,,,,,,,,,,
Berlin,9,Clay,12,3,9,25.0%,2,0,2,0.0%,1994,2008,R64,1,0.83,0.0%,5.5%,65.8%,54.2%,24.0%,43.8%,46.6%,50.0%,41.7%
Hamburg,7,Clay,10,3,7,30.0%,1,0,1,0.0%,1994,2001,R32,0,,,,,,,,,,
Estoril,5,Clay,6,1,5,16.7%,1,1,0,100.0%,1999,2008,R32,1,0.91,1.0%,8.3%,62.5%,53.3%,38.9%,47.9%,47.6%,50.0%,63.6%
Filderstadt,5,Hard,6,1,5,16.7%,1,0,1,0.0%,1995,2005,R32,0,,,,,,,,,,
Luxembourg,4,Hard,9,5,4,55.6%,2,2,0,100.0%,1997,2005,R32,0,,,,,,,,,,
Miami,4,Hard,8,4,4,50.0%,2,1,1,50.0%,2005,2008,R128,0,,,,,,,,,,
