Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2009,745,23,,,,,,,,,,,,
2008,158,200,145,1604,122,1600,156,1492,,,,,,
2007,164,191,151,1591,135,1564,154,1506,166,1419,,,,
2006,96,300,113,1664,111,1605,95,1603,137,1467,,,,
2005,101,354,119,1647,128,1573,122,1570,136,1468,,,,
2004,177,186,195,1496,180,1459,201,1399,175,1407,,,,
2003,164,188,172,1504,186,1402,176,1443,163,1432,,,,
2002,150,214,,,,,,,,,,,,
2001,393,38,,,,,,,,,,,,
1999,150,174,144,1561,143,1495,152,1467,,,,,,
1998,177,129,172,1415,173,1329,158,1396,159,1354,,,,
1997,117,211,178,1360,179,1284,165,1360,,,,,,
1996,172,122,,,,,,,,,,,,
1995,319,3,,,,,,,,,,,,
1994,538,1,,,,,,,,,,,,
