Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2009,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,-,-,0.0%,6.0%,71.6%,58.3%,31.6%,50.7%,39.7%,45.4%,0.81,R32 (Bad Gastein)
2008,6,1,5,16.7%,3-11,21.4%,49-77,38.9%,0-1,0.0%,4,-,-,1.3%,6.6%,66.9%,60.7%,33.0%,51.6%,42.6%,47.2%,0.88,R32 (3x)
2007,18,4,14,22.2%,10-28,26.3%,154-197,43.9%,0-5,0.0%,8,-,-,2.2%,5.5%,60.7%,55.0%,42.7%,50.2%,40.1%,45.2%,0.80,QF (Fes)
2006,15,4,11,26.7%,12-26,31.6%,154-204,43.0%,2-3,40.0%,7,-,-,2.7%,5.1%,69.4%,59.8%,41.1%,54.1%,37.4%,45.9%,0.81,QF (Hasselt)
2005,11,3,8,27.3%,8-17,32.0%,99-126,44.0%,1-1,50.0%,2,-,-,1.7%,6.0%,63.8%,60.8%,47.6%,56.0%,45.5%,50.0%,1.03,R16 (Portoroz)
2001,1,0,1,0.0%,1-2,33.3%,12-18,40.0%,1-0,100.0%,0,,,,,,,,,,,,R32 (Bogota)
1999,5,2,3,40.0%,3-5,37.5%,32-41,43.8%,1-1,50.0%,0,,,,,,,,,,,,R32 (2x)
1998,8,2,6,25.0%,5-9,35.7%,44-68,39.3%,0-3,0.0%,0,,,,,,,,,,,,QF (Makarska)
1997,2,0,2,0.0%,1-4,20.0%,19-30,38.8%,0-0,-,0,,,,,,,,,,,,R32 (Hamburg)
1996,5,1,4,20.0%,2-8,20.0%,32-56,36.4%,0-0,-,0,,,,,,,,,,,,R32 (4x)
Career,72,17,55,23.6%,45-112,28.7%,602-829,42.1%,5-14,26.3%,22,-,-,2.1%,5.6%,65.6%,58.4%,40.4%,52.2%,40.1%,46.2%,0.84,
