Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,1,3,25.0%,3-6,33.3%,40-47,46.0%,0-1,0.0%,4,77.3%,17.4%,4.8%,2.6%,64.8%,66.9%,58.9%,64.1%,33.3%,48.5%,0.93,R16 (Thionville)
2025,7,5,2,71.4%,9-6,60.0%,72-59,55.0%,0-0,-,7,76.1%,34.3%,3.4%,2.8%,61.8%,68.4%,46.4%,60.0%,42.7%,51.6%,1.07,SF (Phoenix)
2024,15,12,3,80.0%,24-10,70.6%,181-124,59.3%,0-2,0.0%,14,78.7%,40.8%,2.8%,3.4%,63.3%,66.7%,54.4%,62.2%,45.4%,53.8%,1.20,W (Helsinki)
2023,10,8,2,80.0%,18-5,78.3%,129-87,59.7%,2-1,66.7%,10,83.3%,35.2%,3.4%,2.5%,65.6%,70.6%,56.5%,65.8%,43.6%,54.2%,1.27,W (Palmas Del Mar)
2018,6,5,1,83.3%,11-3,78.6%,78-57,57.8%,1-0,100.0%,6,82.4%,31.8%,4.3%,3.8%,54.6%,69.4%,56.2%,63.4%,42.1%,53.1%,1.15,W (Dallas)
2010,31,27,4,87.1%,54-15,78.3%,388-255,60.3%,6-4,60.0%,31,85.3%,34.8%,3.9%,3.2%,61.6%,72.7%,55.4%,66.1%,43.4%,54.5%,1.28,W (4x)
2008,14,10,4,71.4%,21-8,72.4%,153-121,55.8%,2-0,100.0%,0,,,,,,,,,,,,W (Bermuda)
2007,11,5,6,45.5%,13-14,48.1%,119-127,48.4%,2-0,100.0%,0,,,,,,,,,,,,F (Carson)
2006,4,1,3,25.0%,2-7,22.2%,27-47,36.5%,0-0,-,0,,,,,,,,,,,,R16 (Guayaquil)
Career,102,74,28,72.5%,155-74,67.7%,1187-924,56.2%,13-8,61.9%,72,82.2%,34.7%,3.7%,3.1%,62.1%,70.1%,54.8%,64.3%,43.1%,53.6%,1.21,
