Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,39,28,11,71.8%,27,16,11,59.3%,2009,2025,QF,39,1.12,5.2%,2.6%,65.0%,70.0%,52.4%,63.8%,40.4%,57.8%,43.1%
Roland Garros,12,Clay,40,28,12,70.0%,16,5,11,31.3%,2010,2024,QF,39,1.06,2.2%,3.2%,62.7%,66.9%,50.8%,60.9%,41.6%,58.2%,41.2%
Wimbledon,13,Grass,35,22,13,62.9%,19,13,6,68.4%,2008,2024,QF,34,1.08,5.2%,3.6%,64.7%,71.3%,55.9%,65.9%,37.0%,61.8%,43.0%
US Open,11,Hard,41,30,11,73.2%,16,12,4,75.0%,2008,2021,F,41,1.09,3.9%,4.4%,58.4%,70.3%,54.0%,63.5%,39.7%,61.8%,41.6%
Olympics,5,,16,11,5,68.8%,10,8,2,80.0%,2008,2024,W,12,1.05,3.9%,2.1%,63.4%,69.7%,54.4%,64.1%,37.7%,54.1%,39.5%
Davis Cup,10,,23,19,4,82.6%,10,6,4,60.0%,2008,2025,,2,1.05,3.5%,3.5%,58.2%,65.7%,52.1%,60.0%,42.1%,65.6%,42.4%
Cincinnati Masters,7,Hard,13,6,7,46.2%,4,0,4,0.0%,2011,2025,R16,13,0.97,3.9%,4.2%,61.6%,70.4%,48.3%,61.9%,36.8%,67.5%,50.0%
Geneva,2,Clay,5,3,2,60.0%,1,1,0,100.0%,2017,2025,SF,5,1.09,3.4%,2.7%,57.9%,73.2%,55.0%,65.5%,37.4%,68.8%,32.4%
Madrid Masters,10,Clay,29,19,10,65.5%,8,4,4,50.0%,2011,2025,F,28,1.05,2.9%,2.0%,64.1%,69.9%,50.5%,63.0%,38.8%,67.4%,39.7%
Houston,3,Clay,8,5,3,62.5%,1,0,1,0.0%,2008,2025,F,8,1.14,3.9%,3.0%,59.6%,71.0%,53.5%,63.9%,41.3%,66.7%,48.8%
Indian Wells Masters,12,Hard,25,13,12,52.0%,11,7,4,63.6%,2008,2025,QF,25,1.00,2.9%,3.6%,60.1%,68.5%,53.1%,62.4%,37.8%,55.7%,39.1%
Delray Beach,6,Hard,14,9,5,64.3%,5,2,3,40.0%,2008,2025,W,14,1.10,4.1%,3.8%,61.7%,73.5%,51.1%,64.9%,38.5%,62.3%,48.8%
