Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,457,302,155,66.1%,701-456,60.6%,5918-5231,53.1%,104-62,62.7%,433,79.5%,26.1%,4.5%,3.4%,60.9%,70.6%,53.0%,63.7%,39.1%,51.2%,1.08
Clay,161,109,52,67.7%,259-158,62.1%,2141-1822,54.0%,20-25,44.4%,156,78.6%,29.8%,2.7%,2.9%,62.4%,68.3%,52.3%,62.3%,41.2%,51.7%,1.09
Grass,71,42,29,59.2%,122-77,61.3%,1040-915,53.2%,20-13,60.6%,67,83.6%,22.1%,5.1%,3.3%,64.8%,71.1%,55.5%,65.6%,37.1%,51.2%,1.08
Carpet,1,1,0,100.0%,3-0,100.0%,19-11,63.3%,0-0,-,0,,,,,,,,,,,
Grand Slams,152,105,47,69.1%,328-208,61.2%,2742-2410,53.2%,45-32,58.4%,150,79.3%,27.3%,4.0%,3.4%,62.7%,69.5%,53.1%,63.4%,39.7%,51.4%,1.08
Masters,189,114,75,60.3%,243-185,56.8%,2183-2001,52.2%,35-31,53.0%,184,79.1%,25.4%,3.5%,3.2%,60.9%,69.5%,52.4%,62.8%,38.9%,50.8%,1.05
Other Tours,312,211,101,67.6%,445-262,62.9%,3655-3095,54.1%,56-33,62.9%,306,81.2%,26.7%,4.6%,3.0%,61.8%,71.0%,54.0%,64.6%,39.5%,51.8%,1.11
Best of 5,170,120,50,70.6%,374-222,62.8%,3085-2666,53.6%,50-36,58.1%,151,79.2%,27.3%,4.0%,3.4%,62.7%,69.5%,53.0%,63.3%,39.7%,51.4%,1.08
Best of 3,520,334,186,64.2%,711-469,60.3%,6033-5313,53.2%,94-64,59.5%,505,80.0%,26.1%,4.2%,3.2%,61.3%,70.4%,53.1%,63.7%,39.2%,51.3%,1.08
Finals,27,12,15,44.4%,27-35,43.5%,287-311,48.0%,4-4,50.0%,27,77.7%,18.9%,3.4%,2.8%,60.6%,69.9%,53.4%,63.4%,35.0%,48.9%,0.95
Semi-finals,57,27,30,47.4%,65-70,48.1%,637-649,49.5%,12-7,63.2%,56,77.7%,20.6%,4.7%,3.2%,61.8%,69.4%,52.2%,62.8%,35.8%,49.6%,0.96
Quarter-finals,93,55,38,59.1%,123-106,53.7%,1112-1076,50.8%,11-13,45.8%,90,78.6%,23.9%,4.2%,2.6%,61.6%,69.8%,51.5%,62.8%,38.1%,50.3%,1.02
vs Righties,596,389,207,65.3%,937-598,61.0%,7851-6899,53.2%,123-82,60.0%,564,79.6%,26.5%,4.1%,3.2%,61.8%,69.9%,53.0%,63.5%,39.4%,51.3%,1.08
vs Lefties,93,64,29,68.8%,146-93,61.1%,1255-1076,53.8%,21-18,53.8%,91,80.8%,26.5%,4.4%,3.5%,61.6%,71.1%,53.8%,64.4%,39.3%,51.6%,1.11
vs Top 10,120,40,80,33.3%,114-205,35.7%,1351-1691,44.4%,21-25,45.7%,115,70.7%,18.4%,3.1%,3.2%,60.7%,66.0%,48.5%,59.1%,34.8%,47.1%,0.85
