Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R32,L vs Djokovic,97.2,104.1,7.4,108.5,97.5,119,89,83.9,5.3,83.8,80.3,94,72
2021 US Open R64,W vs Mcdonald,96.6,101.3,7.7,104.9,95.9,116,74,83.8,5.7,84.5,82.3,96,72
2021 US Open R128,W vs Caruso,98.9,105.3,6.5,109.3,101.7,118,87,88.3,5.9,92.2,86.0,99,75
2021 Wimbledon R64,L vs Thompson,102.0,107.0,6.7,110.0,102.3,120,92,88.5,6.2,89.3,88.9,98,76
2019 US Open R32,L vs De Minaur,96.0,103.5,7.0,108.0,100.3,116,78,85.3,5.7,90.5,85.0,96,70
2019 US Open R64,W vs Klahn,96.9,104.8,7.0,108.4,100.4,119,93,87.8,4.7,87.7,89.0,96,73
2019 US Open R128,W vs Trungelliti,98.0,103.3,6.8,103.0,101.1,119,94,88.5,3.2,91.0,82.0,92,82
2019 Wimbledon QF,L vs Federer,102.0,109.1,7.5,114.7,106.2,122,85,92.1,5.2,94.3,91.7,103,78
2019 Wimbledon R16,W vs Kukushkin,103.5,111.4,7.1,113.3,108.0,122,92,91.5,5.7,92.6,88.0,100,80
2019 Wimbledon R32,W vs Johnson,104.8,108.3,7.5,114.5,102.9,121,93,93.1,4.8,93.6,87.3,102,82
2019 Wimbledon R64,W vs Norrie,104.6,109.1,7.5,115.7,102.3,123,93,92.5,3.5,92.0,90.6,100,84
2019 Wimbledon R128,W vs Monteiro,103.1,106.4,7.7,111.2,103.0,119,91,93.8,4.1,97.2,95.3,103,84
2019 Roland Garros QF,L vs Nadal,102.6,107.0,7.5,,,118,85,90.2,3.6,,,98,85
2019 Roland Garros R16,W vs Paire,102.0,107.1,7.9,,,121,87,91.5,3.7,,,101,83
2019 Roland Garros R32,W vs Djere,101.8,107.6,9.6,,,121,79,88.4,4.6,,,96,76
2019 Roland Garros R64,W vs Tsonga,102.2,106.9,8.5,,,118,78,90.2,3.6,,,98,83
2019 Roland Garros R128,W vs Halys,102.8,108.3,8.9,,,121,86,90.8,5.2,,,101,83
2018 US Open SF,L vs Djokovic,100.5,108.6,8.5,113.3,103.6,120,91,86.9,4.5,90.0,82.3,95,79
2018 US Open QF,W vs Cilic,97.4,106.3,8.2,111.3,100.7,122,86,85.7,5.7,86.5,83.2,98,74
2018 US Open R16,W vs Kohlschreiber,96.0,103.7,9.4,111.9,96.0,121,80,83.8,5.7,86.0,84.8,96,73
Career (108 matches),,100.7,108.4,8.1,111.7,102.2,126,63,88.1,5.6,89.7,86.1,108,61
