Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Dallas R32,L vs Machac,25.0%,43.8%,38.9%,34.4%,32.3%,61.3%,47.6%,46.8%,50.0%,53.3%,100.0%,11.8%,11.8%,26.7%,-79
2025 Australian Open R64,L vs Paul,12.4%,19.4%,39.8%,18.7%,10.3%,20.7%,42.3%,19.7%,38.5%,43.8%,33.3%,18.9%,18.9%,33.3%,65
2025 Australian Open R128,W vs Monteiro,37.1%,57.9%,61.2%,47.9%,41.6%,65.3%,67.8%,56.4%,47.5%,50.8%,75.0%,27.8%,41.7%,46.2%,37
2025 Hong Kong F,L vs Muller,20.0%,32.0%,45.8%,26.8%,27.1%,45.8%,42.9%,37.7%,68.2%,46.2%,50.0%,7.7%,7.7%,50.0%,-37
2024 Helsinki CH F,W vs Nardi,23.8%,34.5%,55.7%,30.2%,35.4%,47.9%,54.8%,46.7%,56.0%,30.4%,25.0%,9.1%,18.2%,56.7%,-26
2024 Canada QF,L vs Arnaldi,13.2%,27.6%,50.8%,20.7%,13.5%,30.8%,51.1%,24.4%,61.5%,38.5%,16.7%,13.0%,21.7%,50.0%,-16
2024 Canada R32,W vs Tsitsipas,23.2%,33.9%,59.5%,30.9%,26.5%,41.2%,72.0%,39.1%,20.0%,52.6%,-,19.0%,23.8%,41.2%,-10
2023 Palmas del Mar CH F,W vs Zheng,27.9%,34.4%,43.2%,35.2%,33.3%,40.5%,46.4%,44.0%,30.0%,63.6%,0.0%,15.8%,21.1%,37.5%,-79
2021 US Open R32,L vs Djokovic,17.5%,32.2%,48.7%,24.4%,23.7%,39.8%,52.1%,34.3%,55.3%,54.3%,40.0%,6.4%,19.1%,43.2%,-52
2021 Olympics QF,L vs Djokovic,12.5%,20.8%,35.0%,19.2%,16.7%,33.3%,50.0%,30.0%,35.7%,50.0%,-,9.1%,9.1%,20.0%,-26
2021 Halle R32,W vs Berankis,33.8%,40.3%,48.9%,37.9%,41.5%,49.1%,45.2%,47.5%,30.8%,33.3%,66.7%,20.0%,25.0%,56.3%,65
2021 Rotterdam QF,L vs Coric,21.4%,39.3%,55.6%,33.3%,25.0%,51.9%,66.7%,44.2%,73.9%,51.7%,40.0%,17.2%,20.7%,37.5%,54
2021 Rotterdam R32,W vs Auger Aliassime,29.2%,40.0%,64.4%,35.5%,32.7%,46.9%,75.8%,41.0%,54.5%,48.1%,0.0%,20.0%,20.0%,33.3%,16
2019 Wimbledon QF,L vs Federer,25.4%,36.2%,42.6%,31.5%,27.8%,41.8%,40.4%,38.6%,40.0%,66.7%,83.3%,22.8%,29.8%,45.5%,-28
2019 Wimbledon R16,W vs Kukushkin,27.5%,41.7%,51.8%,34.8%,32.4%,52.1%,50.0%,44.8%,34.5%,45.2%,20.0%,21.3%,27.7%,54.1%,-17
2019 Wimbledon R32,W vs Johnson,28.6%,47.6%,72.1%,38.7%,38.3%,55.3%,75.9%,51.9%,40.9%,48.0%,-,0.0%,28.6%,64.3%,-118
2019 Wimbledon R64,W vs Norrie,29.5%,50.8%,68.3%,41.6%,32.6%,55.8%,69.0%,49.8%,47.6%,36.4%,-,25.0%,43.8%,66.7%,89
2019 Wimbledon R128,W vs Monteiro,31.1%,54.4%,63.8%,40.8%,38.1%,61.9%,64.1%,51.9%,55.6%,50.0%,-,17.4%,43.5%,63.2%,45
2019 Barcelona SF,L vs Medvedev,12.1%,22.2%,58.1%,19.1%,14.5%,29.0%,58.5%,25.6%,51.9%,54.3%,60.0%,8.3%,11.1%,57.6%,-38
2019 Dubai R16,L vs Hurkacz,28.4%,36.4%,44.1%,34.5%,30.2%,41.5%,45.9%,40.4%,44.4%,50.0%,100.0%,29.0%,32.3%,40.9%,94
Career (129 matches),,23.6%,34.4%,52.3%,30.3%,28.9%,42.7%,56.6%,39.9%,46.6%,43.7%,38.5%,16.5%,23.3%,46.2%,38
