Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W60 Landisville PA R32,L vs Ponchet,62% (8/13),13% (1/8),1/2,0/0,38% (3/8),0/2,0/1,67% (4/6),50% (3/6)
2019 W60 Ashland KY R16,W vs Myers,80% (8/10),67% (4/6),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 W60 Brescia R16,W vs Grabher,55% (6/11),50% (6/12),2/5,1/4,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2019 Rabat Q1,L vs Danilina,44% (4/9),40% (6/15),0/0,0/0,30% (3/10),3/5,1/2,20% (1/5),25% (1/4)
2019 W80 Charlottesville VA R32,W vs Gauff,67% (8/12),40% (4/10),2/2,1/1,57% (4/7),0/0,0/0,80% (4/5),60% (3/5)
2019 Bogota Q1,L vs Kostova,55% (6/11),50% (5/10),1/2,0/0,31% (4/13),8/10,0/1,67% (6/9),44% (4/9)
2019 W25 Canberra R32,L vs Kaji,57% (8/14),57% (4/7),1/3,0/0,56% (9/16),2/4,0/1,- (0/0),- (0/0)
2019 W25 Canberra R32,W vs Tanaka,67% (8/12),40% (4/10),2/4,1/1,80% (8/10),0/0,0/0,- (0/0),- (0/0)
2019 W60 Launceston R32,L vs Hibino,64% (14/22),75% (3/4),1/1,0/0,73% (8/11),3/5,3/4,67% (4/6),17% (1/6)
2019 W60 Burnie R16,L vs Garcia Perez,59% (10/17),56% (5/9),1/7,0/2,40% (4/10),0/2,0/1,17% (1/6),67% (4/6)
2019 W60 Burnie R32,W vs Rybakina,82% (9/11),75% (3/4),2/2,1/1,33% (1/3),0/0,0/0,100% (4/4),75% (3/4)
2019 Australian Open R64,L vs Garcia,71% (5/7),100% (1/1),0/0,0/0,50% (4/8),1/3,0/1,- (0/0),- (0/0)
2019 Australian Open R128,W vs Mattek Sands,62% (8/13),50% (4/8),2/2,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2019 Hobart R16,L vs Bencic,50% (4/8),40% (2/5),0/0,0/0,55% (6/11),1/3,1/2,- (0/0),- (0/0)
2019 Hobart R32,W vs Larsson,59% (10/17),40% (2/5),2/4,1/1,71% (5/7),0/0,0/0,88% (7/8),78% (7/9)
2017 Bendigo $60K R16,L vs Minokoshi,62% (8/13),50% (3/6),1/1,0/0,17% (1/6),3/5,3/4,- (0/0),- (0/0)
2017 Bendigo $60K R32,W vs Inglis,54% (7/13),56% (5/9),2/4,1/3,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2017 Canberra $60K R32,L vs Lim,39% (7/18),28% (5/18),1/7,0/0,47% (7/15),0/2,0/1,- (0/0),- (0/0)
2017 Toowoomba $25K R16,L vs Sema,40% (8/20),67% (4/6),1/4,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
2017 Toowoomba $25K R32,W vs Chiang,78% (7/9),56% (5/9),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 (15 matches),,62.0%,47.4%,52.8%,58.3%,52.8%,52.9%,38.5%,63.3%,53.1%
2017 (23 matches),,56.5%,50.2%,50.0%,63.6%,53.4%,31.3%,35.7%,37.5%,25.0%
2016 (2 matches),,50.0%,28.6%,-,-,54.2%,50.0%,60.0%,-,-
2015 (5 matches),,52.3%,52.5%,63.6%,60.0%,33.3%,37.5%,0.0%,66.7%,53.8%
Career (45 matches),,57.8%,48.8%,52.3%,61.5%,51.5%,42.7%,38.2%,58.4%,47.4%
