Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 United Cup RR,L vs Swan,25.4%,27.0%,28.2%,28.2%,30.8%,28.6%,41.2%,45.5%,50.0%,31.3%,31.3%,27.3%,10.0%,50.0%,100.0%,121
2019 Australian Open R64,L vs Garcia,25.0%,36.5%,42.1%,29.0%,45.2%,54.5%,57.9%,33.3%,50.0%,20.0%,25.0%,25.0%,20.0%,60.0%,80.0%,-46
Career (2 matches),,25.2%,31.3%,35.1%,28.6%,37.1%,40.0%,50.0%,41.2%,50.0%,25.0%,27.8%,25.9%,13.3%,57.1%,83.3%,111
