Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2024-01-15),954,20,,,,,,,,,,,,
2023,952,20,,,,,,,,,,,,
2022,772,29,,,,,,,,,,,,
2021,624,64,,,,,,,,,,,,
2020,307,187,,,,,,,,,273,303,,
2019,197,304,214,1493,198,1488,250,1349,186,1400,177,434,,
2018,220,267,,,,,,,,,428,113,,
2017,376,108,,,,,,,,,449,112,,
2016,905,12,,,,,,,,,,,,
2015,505,55,,,,,,,,,1272,4,,
2014,917,11,,,,,,,,,,,,
