Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1992 Olympics F,L vs Rosset,0.0%,-,9.1%,65.6%,8.1%,4.5%,4.5%,6.9%,9.7%,0.7%,20.0%,-83,-85
Career (1 matches),,0.0%,-,9.1%,65.6%,8.1%,4.5%,4.5%,6.9%,9.7%,0.7%,20.0%,-83,-85
