Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2005,1088,5,,,,,,,,,,,,
2004,104,354,118,1673,127,1600,107,1619,93,1558,,,,
2003,70,513,80,1753,84,1669,69,1697,78,1584,,,,
2002,46,725,59,1825,56,1749,65,1715,57,1625,,,,
2001,24,1020,40,1853,35,1795,54,1729,59,1618,,,,
2000,77,409,74,1770,74,1685,82,1669,70,1599,,,,
1999,54,593,62,1820,55,1747,85,1673,58,1634,,,,
1998,59,463,62,1800,59,1728,82,1656,80,1581,,,,
1997,44,563,57,1810,46,1779,98,1644,100,1555,,,,
1996,71,327,80,1774,69,1715,135,1607,96,1552,,,,
1995,72,21,85,1771,66,1735,187,1577,128,1526,,,,
1994,146,9,154,1662,130,1623,220,1528,176,1456,,,,
1993,186,7,174,1648,111,1646,218,1532,165,1472,,,,
1992,444,1,448,1379,453,1302,478,1292,,,,,,
1991,370,1,337,1478,389,1359,451,1307,,,,,,
1990,426,,395,1385,355,1348,401,1301,,,,,,
