Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,233,109,124,46.8%,246-278,46.9%,2323-2439,48.8%,21-25,45.7%,3,-,-,0.5%,1.1%,67.7%,52.4%,43.3%,49.5%,32.8%,40.9%,0.65
Clay,102,41,61,40.2%,97-131,42.5%,956-1117,46.1%,14-11,56.0%,4,-,-,2.8%,3.8%,62.4%,63.5%,43.1%,55.9%,52.0%,54.0%,1.18
Grass,39,15,24,38.5%,36-52,40.9%,374-430,46.5%,2-5,28.6%,5,-,-,2.6%,1.0%,73.8%,65.8%,39.0%,58.8%,42.8%,50.6%,1.04
Carpet,31,12,19,38.7%,30-42,41.7%,301-362,45.4%,5-3,62.5%,0,,,,,,,,,,,
Grand Slams,77,39,38,50.6%,83-82,50.3%,739-755,49.5%,7-9,43.8%,12,-,-,2.2%,2.0%,68.6%,62.2%,41.6%,55.8%,43.4%,49.5%,0.98
Premiers,72,24,48,33.3%,61-107,36.3%,690-845,45.0%,5-9,35.7%,0,,,,,,,,,,,
Internationals,64,24,40,37.5%,61-89,40.7%,664-765,46.5%,12-7,63.2%,0,,,,,,,,,,,
Finals,4,3,1,75.0%,6-4,60.0%,45-35,56.3%,0-0,-,0,,,,,,,,,,,
Semi-finals,13,4,9,30.8%,11-17,39.3%,122-136,47.3%,0-4,0.0%,0,,,,,,,,,,,
Quarter-finals,23,12,11,52.2%,26-30,46.4%,243-263,48.0%,2-1,66.7%,0,,,,,,,,,,,
vs Righties,333,149,184,44.7%,339-411,45.2%,3251-3568,47.7%,34-35,49.3%,11,-,-,2.1%,1.6%,68.5%,61.5%,41.9%,55.3%,42.6%,48.9%,0.95
vs Lefties,39,13,26,33.3%,32-55,36.8%,357-439,44.8%,5-5,50.0%,1,-,-,3.7%,7.4%,70.4%,73.7%,37.5%,63.0%,55.0%,58.8%,1.49
vs Top 10,32,2,30,6.3%,6-61,9.0%,187-390,32.4%,0-2,0.0%,1,-,-,1.7%,,63.3%,63.2%,31.8%,51.7%,26.7%,41.0%,0.55
