Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,25,14,11,56.0%,7,5,2,71.4%,1994,2004,R16,1,0.45,0.0%,0.0%,66.7%,41.2%,52.9%,45.1%,24.5%,42.9%,0.0%
Roland Garros,11,Clay,22,11,11,50.0%,4,2,2,50.0%,1994,2004,R16,4,1.18,2.8%,3.8%,62.4%,63.5%,43.1%,55.9%,52.0%,65.0%,47.9%
Wimbledon,12,Grass,21,9,12,42.9%,1,0,1,0.0%,1993,2004,R16,5,1.04,2.6%,1.0%,73.8%,65.8%,39.0%,58.8%,42.8%,59.5%,34.7%
US Open,13,Hard,24,11,13,45.8%,8,2,6,25.0%,1993,2005,R16,2,0.73,0.7%,1.5%,68.1%,56.5%,39.5%,51.1%,35.6%,44.4%,37.5%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2000,2000,R32,0,,,,,,,,,,
Fed Cup,5,,13,5,8,38.5%,5,3,2,60.0%,1996,2003,,0,,,,,,,,,,
Rome,14,Clay,19,5,14,26.3%,3,1,2,33.3%,1990,2004,R16,0,,,,,,,,,,
Tokyo,10,Carpet,24,14,10,58.3%,4,2,2,50.0%,1995,2004,QF,0,,,,,,,,,,
Hobart,9,Hard,26,18,8,69.2%,5,2,3,40.0%,1994,2004,W,0,,,,,,,,,,
Indian Wells,9,Hard,15,6,9,40.0%,6,3,3,50.0%,1996,2004,R16,0,,,,,,,,,,
Birmingham,8,Grass,13,5,8,38.5%,4,2,2,50.0%,1994,2004,R16,0,,,,,,,,,,
San Diego,7,Hard,16,9,7,56.3%,3,1,2,33.3%,1994,2003,R16,0,,,,,,,,,,
