Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),295,221,275,1465,274,1429,357,1295,188,1419,322,251,,
2025,247,297,276,1468,267,1435,364,1296,193,1420,246,329
2024,182,381,248,1477,224,1464,353,1299,191,1413,309,241
2023,186,402,195,1537,176,1515,272,1355,164,1453,,
2022,187,349,181,1543,170,1514,232,1400,132,1474,,
2021,223,317,272,1379,256,1364,274,1298,,,,
2020,347,148,,,,,,,,,574,92
2019,496,76,,,,,,,,,650,61
2018,643,19,,,,,,,,,,
2017,1156,4,,,,,,,,,1047,13
2016,1196,4,,,,,,,,,1217,6
2015,1284,3,,,,,,,,,,
2014,903,12,,,,,,,,,,
2013,852,19,,,,,,,,,,
